,developer,count,year
74015,RogueEntertainment,1,2011
74016,PlanetMoonStudios,8,2011
74017,Kemco,6,2011
74018,ShabaGames,12,2011
74019,UbisoftMontreal,92,2011
74020,WaywardSimulations,1,2011
74021,Taldren,3,2011
74022,TorusGames,12,2011
74023,BokuStrategyGames,2,2011
74024,ClockworkGames,2,2011
74025,AtlusCo.,11,2011
74026,AcclaimStudiosSaltLakeCity,1,2011
74027,"1C,1CEntertainment",6,2011
74028,InUtero,2,2011
74029,ZedTwoLimited,3,2011
74030,DataBecker,1,2011
74031,ActionFormsLtd.,2,2011
74032,Phantagram,3,2011
74033,FragileBits,1,2011
74034,Fireglow,4,2011
74035,Bungie,2,2011
74036,DelphineSoftwareInternational,3,2011
74037,RockstarToronto,7,2011
74038,Escape,1,2011
74039,Ubisoft,88,2011
74040,SyroxDevelopments,1,2011
74041,RowanSoftwareLtd.,1,2011
74042,RainbowStudios,30,2011
74043,IntelligentSystems,23,2011
74044,Invictus,2,2011
74045,Papyrus,3,2011
74046,Marionette,1,2011
74047,XicatInteractive,1,2011
74048,X-RayInteractive,1,2011
74049,IndexMultimedia,1,2011
74050,RebelActStudios,1,2011
74051,KronosDigitalEntertainment,1,2011
74052,DreamworksGames,2,2011
74053,Xilam,1,2011
74054,StormfrontStudios,19,2011
74055,Neverland,11,2011
74056,DreamFactory,5,2011
74057,AmusementVision,8,2011
74058,SecretLevel,12,2011
74059,H2OInteractive,1,2011
74060,Object,3,2011
74061,TimeGateStudios,11,2011
74062,Continuum,1,2011
74063,ReflexiveEntertainment,4,2011
74064,Croteam,10,2011
74065,DigitalExtremes,11,2011
74066,Tecmo,22,2011
74067,KushGames,25,2011
74068,LionheadStudios,16,2011
74069,BlueShift,8,2011
74070,GabrielInteractive,1,2011
74071,Newcom,1,2011
74072,BigApeProductions,4,2011
74073,ProSoft,1,2011
74074,GSCGameWorld,12,2011
74075,CrazyGames,1,2011
74076,NivalInteractive,11,2011
74077,MicroProse,1,2011
74078,NewWorldComputing,2,2011
74079,LucasLearning,1,2011
74080,WildfireStudios,1,2011
74081,"HolisticDesign,Inc.",2,2011
74082,TakumiCorporation,2,2011
74083,PrestoStudios,4,2011
74084,AcclaimStudiosCheltenham,10,2011
74085,RunningDog,1,2011
74086,BukaEntertainment,1,2011
74087,ZombieStudios,11,2011
74088,JesterInteractive,3,2011
74089,SunstormInteractive,3,2011
74090,Level5,13,2011
74091,Shin'en,10,2011
74092,Artoon,8,2011
74093,VicariousVisions,59,2011
74094,KujuEntertainment,12,2011
74095,Team17,37,2011
74096,CorneredRat,1,2011
74097,HothouseCreations,4,2011
74098,MTO,6,2011
74099,Spike,16,2011
74100,GameTitan,2,2011
74101,DigitalEclipse,47,2011
74102,DCStudios,8,2011
74103,GearboxSoftware,29,2011
74104,NdCube,3,2011
74105,TheBitmapBrothers,2,2011
74106,Darkworks,5,2011
74107,IncognitoInc.,7,2011
74108,NuFX,4,2011
74109,MuckyFootProductions,3,2011
74110,FlyingTigerDevelopment,1,2011
74111,BeyondGames,2,2011
74112,SpiralHouse,1,2011
74113,Eighting/Raizing,4,2011
74114,PukkaGames,1,2011
74115,neoSoftware,2,2011
74116,PacificCoastPower&Light,7,2011
74117,Metro3D,2,2011
74118,Stardock,9,2011
74119,KonamiComputerEntertainmentHawaii,10,2011
74120,Microids,12,2011
74121,Syscom,1,2011
74122,DeepSpace,1,2011
74123,Spellbound,7,2011
74124,RemedyEntertainment,6,2011
74125,SegaAM2,13,2011
74126,Runecraft,6,2011
74127,Take-TwoInteractive,5,2011
74128,ShrapnelGames,1,2011
74129,Anim-X,1,2011
74130,Ecole,1,2011
74131,Bandai,9,2011
74132,SNK,4,2011
74133,Atari,7,2011
74134,FeverPitchStudios,1,2011
74135,Nexon,1,2011
74136,BarnhouseEffect,4,2011
74137,TroikaGames,3,2011
74138,ParticleSystems,1,2011
74139,KonamiComputerEntertainmentNagoya,1,2011
74140,GameVision,1,2011
74141,BohemiaInteractive,7,2011
74142,MythicEntertainment,4,2011
74143,Virtucraft,6,2011
74144,3d6Games,3,2011
74145,SuperXStudios,3,2011
74146,MobiusEntertainment,3,2011
74147,FrogCitySoftware,2,2011
74148,GrayMatter,5,2011
74149,InlandProductions,2,2011
74150,OutLookEntertainment,2,2011
74151,FlyingLabSoftware,2,2011
74152,VisiwareStudios,1,2011
74153,PyroStudios,11,2011
74154,NetDevil,3,2011
74155,StudioLiverpool,7,2011
74156,RivalInteractive,2,2011
74157,"Activision,Traveller'sTales",2,2011
74158,ClickEntertainment,1,2011
74159,SCEJapanStudio,19,2011
74160,DeepRed,4,2011
74161,THQ,19,2011
74162,Sun-Tec,1,2011
74163,LuckyChicken,3,2011
74164,ArcSystemWorks,24,2011
74165,GigawattStudios,1,2011
74166,Cave,5,2011
74167,ZenerWorks,1,2011
74168,"AscaronEntertainmentGmbH,AscaronEntertainment",12,2011
74169,Introversion,5,2011
74170,DigitalFiction,4,2011
74171,SCESantaMonica,4,2011
74172,RFXInteractive,3,2011
74173,TitusSoftware,5,2011
74174,RealityPump,9,2011
74175,BlueFangGames,5,2011
74176,FireFlyStudios,7,2011
74177,GRIN,15,2011
74178,Exakt,9,2011
74179,Charybdis,1,2011
74180,DavidA.PalmerProductions,2,2011
74181,EAGames,29,2011
74182,ArtificialMindandMovement,55,2011
74183,MumboJumbo,3,2011
74184,MASAGroup,2,2011
74185,Nfusion,5,2011
74186,CyberloreStudios,5,2011
74187,HeartBeat,1,2011
74188,SonyBend,6,2011
74189,UltimationInc.,2,2011
74190,New,1,2011
74191,BamEntertainment,3,2011
74192,LiquidEntertainment,10,2011
74193,MagicLantern,1,2011
74194,MadDocSoftware,9,2011
74195,StainlessSteelStudios,2,2011
74196,Mobile21,1,2011
74197,Dearsoft,1,2011
74198,EARedwoodShores,24,2011
74199,BungieSoftware,3,2011
74200,EATiburon,84,2011
74201,Magitech,1,2011
74202,KCEStudios,5,2011
74203,DigitalIllusions,17,2011
74204,PseudoInteractive,3,2011
74205,GriptoniteGames,27,2011
74206,KnowWonder,3,2011
74207,"3000AD,Inc.",2,2011
74208,Natsume,10,2011
74209,Stormregion,6,2011
74210,MassiveDevelopment,2,2011
74211,IndieBuilt,4,2011
74212,HotGen,4,2011
74213,HarmonixMusicSystems,31,2011
74214,"CrystalDynamics,NixxesSoftware",3,2011
74215,Bugbear,11,2011
74216,PiranhaBytes,5,2011
74217,FoxInteractive,2,2011
74218,Adrenium,4,2011
74219,Full-Fat,7,2011
74220,SilverStyle,2,2011
74221,Artematica,3,2011
74222,CrawfishInteractive,7,2011
74223,SennariInteractive,2,2011
74224,CattleCall,3,2011
74225,NinaiGames,1,2011
74226,GraphicState,4,2011
74227,Xpiral,1,2011
74228,SnowblindStudios,11,2011
74229,AltarInteractive,4,2011
74230,RedZoneEntertainment,1,2011
74231,PlanetInteractive,1,2011
74232,Sacnoth,1,2011
74233,WideScreenGames,2,2011
74234,EnlightSoftware,8,2011
74235,Racjin,11,2011
74236,DigitalMayhem,3,2011
74237,MaxFive,1,2011
74238,Will,1,2011
74239,UGA,2,2011
74240,Ikarion,1,2011
74241,SunriseInteractive,1,2011
74242,2015,2,2011
74243,JalecoEntertainment,7,2011
74244,StrategyFirst,6,2011
74245,FarsightTechnologies,1,2011
74246,GalileaMultimedia,4,2011
74247,BostonAnimation,2,2011
74248,SurrealSoftware,9,2011
74249,BunkashaPublishing,1,2011
74250,Auran,5,2011
74251,VISEntertainment,5,2011
74252,SCEELondonStudio,25,2011
74253,InfiniteMachine,1,2011
74254,PointofView,24,2011
74255,Koei/Inis,3,2011
74256,ProSim,1,2011
74257,KodiakInteractive,1,2011
74258,TotallyGames,6,2011
74259,OutOfTheParkDevelopments,3,2011
74260,WinkySoft,4,2011
74261,VisualImpact,6,2011
74262,ClapHanz,7,2011
74263,DesertProductions,1,2011
74264,Zoom,1,2011
74265,UbisoftMilan,5,2011
74266,BluePlanetSoftware,1,2011
74267,Innonics,1,2011
74268,CreativeEdgeSoftware,1,2011
74269,EvolutionStudios,4,2011
74270,KCEA,2,2011
74271,Creations,2,2011
74272,IrrationalGames,5,2011
74273,Art,5,2011
74274,NixxesSoftware,9,2011
74275,SIMS,1,2011
74276,GolemLabs,2,2011
74277,Cinemaware,3,2011
74278,WayForward,23,2011
74279,StalkerEntertainment,1,2011
74280,GasPoweredGames,10,2011
74281,iRockInteractive,1,2011
74282,BlackCactus,2,2011
74283,AI,2,2011
74284,ARCEntertainment,1,2011
74285,SoftwareCreations,1,2011
74286,PiranhaGames,3,2011
74287,KamehanStudios,1,2011
74288,LegacyInteractive,8,2011
74289,SportsMogul,4,2011
74290,BethesdaSoftworks,13,2011
74291,PuzzleKings,2,2011
74292,MetroGraphics,1,2011
74293,Amuze,3,2011
74294,ScreamingGames,1,2011
74295,CreatureLabs,2,2011
74296,WebfootTechnologies,6,2011
74297,AtomicPlanetEntertainment,10,2011
74298,Blueshift,1,2011
74299,"DMADesign,RockstarNorth",1,2011
74300,Tantalus,7,2011
74301,EALA,30,2011
74302,SCEE,9,2011
74303,NowProduction,13,2011
74304,BitTown,1,2011
74305,SuperEmpire,1,2011
74306,"Atari,Infogrames",1,2011
74307,Trecision,1,2011
74308,Slitherine,3,2011
74309,CunningDevelopments,1,2011
74310,4DRulers,1,2011
74311,Simon&Schuster,2,2011
74312,TriumphStudios,7,2011
74313,Saturn+,2,2011
74314,LeapingLizardSoftwareInc.,2,2011
74315,SmartDog,1,2011
74316,PantherGames,2,2011
74317,7Studios,17,2011
74318,SiliconKnights,6,2011
74319,PixelArts,1,2011
74320,DreamCatcherInteractive,3,2011
74321,RoninEntertainment,1,2011
74322,U.S.Army,1,2011
74323,FurySoftware,1,2011
74324,MagentaSoftware,2,2011
74325,SCEStudioCambridge,4,2011
74326,Starbreeze,9,2011
74327,Crave,7,2011
74328,Gilligames,1,2011
74329,Prograph,3,2011
74330,RedLemonStudios,1,2011
74331,HumongousEntertainment,1,2011
74332,KleinComputerEntertainment,3,2011
74333,Wanadoo,1,2011
74334,Pixelogic,1,2011
74335,ComputerArtworks,3,2011
74336,BumbleBeast,1,2011
74337,"Haemimont,HaemimontGames",12,2011
74338,"MonteCristoMultimedia,MonteCristo",11,2011
74339,"FunaticsDevelopmentGmbH,FunaticsSoftware,Funatics",2,2011
74340,WideGames,2,2011
74341,Inti,4,2011
74342,Zuxxez,1,2011
74343,VUGames,2,2011
74344,"Atari,MicroProse,AtariSA",1,2011
74345,IridonInteractiveAB,2,2011
74346,SetaCorporation,2,2011
74347,CurlyMonsters,1,2011
74348,LarianStudiosGames,6,2011
74349,CodeFire,1,2011
74350,MidwayStudios-Austin,7,2011
74351,SuckerPunch,6,2011
74352,PocketStudios,5,2011
74353,ViciousCycle,16,2011
74354,I-Imagine,1,2011
74355,WXP,5,2011
74356,Velez&Dubail,2,2011
74357,PivotalGames,18,2011
74358,EASeattle,3,2011
74359,SCi,2,2011
74360,Prokion,1,2011
74361,YoyoEntertainment,1,2011
74362,"PipeworksSoftware,Inc.",16,2011
74363,Altron,8,2011
74364,HokusPokus,1,2011
74365,"Media.Vision,Contrail",1,2011
74366,Ancient,1,2011
74367,Similis,1,2011
74368,Media.Vision,7,2011
74369,SouthendInteractive,7,2011
74370,Telenet,1,2011
74371,ToeJam&EarlProductions,1,2011
74372,4XStudios,1,2011
74373,ThirdWire,2,2011
74374,CatDaddyGames,6,2011
74375,RockstarNorth,13,2011
74376,KillerGame,2,2011
74377,BigTimeSoftware,3,2011
74378,Taniko,3,2011
74379,Housemarque,8,2011
74380,Hypnotix,7,2011
74381,ProntoGames,2,2011
74382,RadonLabs,2,2011
74383,CheckSixGames,1,2011
74384,InevitableEntertainment,4,2011
74385,Sandlot,2,2011
74386,FreedomLLC,3,2011
74387,"AtomicPlanetEntertainment,BlitzGames",1,2011
74388,Equinoxe,1,2011
74389,Flagship,3,2011
74390,Day1Studios,9,2011
74391,ArkaneStudios,3,2011
74392,TheCodeMonkeys,2,2011
74393,Enterbrain,1,2011
74394,"Zuxxez,InImages",1,2011
74395,"EALA,DreamworksGames",1,2011
74396,PapayaStudios,2,2011
74397,DigitalReality,7,2011
74398,StealthStudios,2,2011
74399,Helixe,6,2011
74400,ReakktorMedia,1,2011
74401,RetroStudios,5,2011
74402,Dragonstone,2,2011
74403,4HeadStudios,2,2011
74404,"Dragonstone,DragonstoneSoftware",1,2011
74405,RazorworksStudios,7,2011
74406,BitsStudios,7,2011
74407,ContrabandEntertainment,1,2011
74408,RealismLtd,1,2011
74409,PowerheadGames,1,2011
74410,SandGrainStudios,1,2011
74411,Den-Yu-Sha,1,2011
74412,2By3Games,2,2011
74413,Sting,11,2011
74414,DimpsCorporation,19,2011
74415,MagicRings,1,2011
74416,CaveBarn,1,2011
74417,PantherSoftware,1,2011
74418,Frogwares,8,2011
74419,"InfiniteDreams,Paragon5",1,2011
74420,UbisoftShanghai,25,2011
74421,TeamSoho,1,2011
74422,SoftEnterprises,1,2011
74423,BladeInteractive,3,2011
74424,CrankyPantsGames,4,2011
74425,LegendEntertainment,1,2011
74426,CyberConnect2,16,2011
74427,EAPacific,1,2011
74428,Irem,8,2011
74429,AcclaimStudiosManchester,3,2011
74430,JustAddMonsters,1,2011
74431,QuicksilverSoftware,3,2011
74432,SilverbackEntertainment,1,2011
74433,MonolithSoft,6,2011
74434,K2LLC,6,2011
74435,Rebelmind,3,2011
74436,StudioGigante,2,2011
74437,Cosmigo,1,2011
74438,GameFreak,12,2011
74439,HandheldGames,1,2011
74440,SunSoft,3,2011
74441,TermiteGames,1,2011
74442,Xpec,7,2011
74443,SunflowersInteractive,2,2011
74444,WolfpackStudios,1,2011
74445,369Interactive,4,2011
74446,Pterodon,3,2011
74447,BabylonSoftware,2,2011
74448,DigitaloStudios,1,2011
74449,PaxSoftonica,1,2011
74450,GenePool,3,2011
74451,FreeformInteractiveLLC,1,2011
74452,LivesayTechnologies,1,2011
74453,MayhemStudios,2,2011
74454,NerveSoftware,5,2011
74455,GamenessArtSoftware,1,2011
74456,CCP,2,2011
74457,FrontierDevelopments,22,2011
74458,BigHugeGames,5,2011
74459,RaylightStudios,2,2011
74460,SaberInteractive,7,2011
74461,MadebyKiddies,2,2011
74462,CaviaInc.,16,2011
74463,MicroCabin,3,2011
74464,Avaria,1,2011
74465,KnutMueller,2,2011
74466,NekoEntertainment,8,2011
74467,TDKMediactive,1,2011
74468,XXVProductions,2,2011
74469,BudCat,9,2011
74470,CreatStudios,14,2011
74471,Beenox,29,2011
74472,Fluent,1,2011
74473,JupiterCorporation,7,2011
74474,TesseractionGames,1,2011
74475,Philoslabs,1,2011
74476,SickPuppies,1,2011
74477,ElixirStudios,2,2011
74478,Shift,2,2011
74479,NipponIchiSoftware,18,2011
74480,PenduloStudios,4,2011
74481,MadCatInteractiveSoftware,1,2011
74482,ToysforBob,13,2011
74483,SquareEnix,39,2011
74484,"10tonsEntertainment,10tons",1,2011
74485,SupersonicSoftware,7,2011
74486,"AsmikAceEntertainment,Inc",1,2011
74487,S2Games,3,2011
74488,No info,45,2011
74489,HBStudiosMultimedia,7,2011
74490,MagicPockets,8,2011
74491,EABlackBox,11,2011
74492,TKOSoftware,1,2011
74493,NextEntertainment,1,2011
74494,BeepIndustries,1,2011
74495,NextLevelGames,14,2011
74496,KingoftheJungle,1,2011
74497,MistLand,2,2011
74498,HerInteractive,11,2011
74499,MultimediaIntelligenceTransfer,1,2011
74500,CloverStudio,9,2011
74501,"ValuewaveCo.,Ltd.",3,2011
74502,IdolFX,2,2011
74503,SelectiveIntuition,1,2011
74504,FutureGames,3,2011
74505,AsylumEntertainment,2,2011
74506,InfiniteInteractive,16,2011
74507,WildTangent,2,2011
74508,MicroApplication,1,2011
74509,Pyramid,2,2011
74510,Wargaming.net,6,2011
74511,PamDevelopment,7,2011
74512,InfinityWard,12,2011
74513,258ProductionsAB,1,2011
74514,"SCEE,ZoeMode",1,2011
74515,HypnosEntertainment,1,2011
74516,SmallRockets,1,2011
74517,AnimaInteractive,1,2011
74518,Eighting,8,2011
74519,B-Alive,1,2011
74520,Million,3,2011
74521,IllwinterDesignGroup,2,2011
74522,PlasticReality,2,2011
74523,AlphadreamCorporation,4,2011
74524,"BlackBox,EABlackBox",6,2011
74525,NetherockLtd.,1,2011
74526,Poponchi,1,2011
74527,UbisoftParis,9,2011
74528,"Acclaim,AcclaimStudiosManchester",1,2011
74529,Swingin'Ape,2,2011
74530,PacificCenturyCyberWorks,1,2011
74531,RealtimeAssociates,2,2011
74532,NapsTeam,2,2011
74533,Detalion,2,2011
74534,RapidEyeEntertainment,1,2011
74535,BrownieBrown,4,2011
74536,SensorySweep,7,2011
74537,M4Limited,1,2011
74538,RockstarVienna,1,2011
74539,NexEntertainment,5,2011
74540,NECInterchannel,1,2011
74541,ArtifactEntertainment,1,2011
74542,ThreeRings,1,2011
74543,SNKPlaymore,28,2011
74544,Aspyr,4,2011
74545,Marvelous,5,2011
74546,Pocketeers,2,2011
74547,DiversionsEntertainment,1,2011
74548,PixelMultimedia,1,2011
74549,TurtleRockStudios,1,2011
74550,LSP,2,2011
74551,StormcloudCreations,1,2011
74552,LabRatsGames,3,2011
74553,StarsphereInteractive,2,2011
74554,Interplay,2,2011
74555,"ParadoxInteractive,ParadoxDevelopmentStudio",1,2011
74556,G5Software,3,2011
74557,Banpresto,3,2011
74558,EAPhenomic,3,2011
74559,MediaMobsters,1,2011
74560,SteelMonkeys,1,2011
74561,InfernoGames,1,2011
74562,Silvio&GeySavarese,1,2011
74563,EarthlightProductions,1,2011
74564,GeniusSonorityInc.,5,2011
74565,Crytek,8,2011
74566,ArtechStudios,6,2011
74567,GustoGames,6,2011
74568,LegendStudios,1,2011
74569,BratDesigns,1,2011
74570,MagnumGames,1,2011
74571,HexagonEntertainment,1,2011
74572,PeopleCanFly,3,2011
74573,GrasshopperManufacture,9,2011
74574,"ParagonStudios,CrypticStudios",1,2011
74575,NCSOFT,4,2011
74576,NoiseInc.,2,2011
74577,MisticSoftware,2,2011
74578,PrimalSoftware,2,2011
74579,Zombie,1,2011
74580,MixMax,2,2011
74581,WingsSimulations,1,2011
74582,LexisNumerique,5,2011
74583,FizzFactor,1,2011
74584,Streko-GraphicsInc.,3,2011
74585,K-DLab,2,2011
74586,AwesomeDevelopments,2,2011
74587,BestWay,5,2011
74588,DestroyerStudios,1,2011
74589,Nadeo,4,2011
74590,KumaRealityGames,1,2011
74591,"ArgonautGames,EAGames",1,2011
74592,TacticalDevelopment,1,2011
74593,ConfoundingFactor,1,2011
74594,ExientEntertainment,14,2011
74595,SilverWishGames,3,2011
74596,TopHeavyStudios,2,2011
74597,FUNLabs,4,2011
74598,AccessGames,4,2011
74599,Khaeon,1,2011
74600,BlackShipGames,2,2011
74601,Guerrilla,7,2011
74602,EtrangesLibellules,12,2011
74603,BigBlueBox,1,2011
74604,CoyoteDevelopments,2,2011
74605,ChronicLogic,1,2011
74606,Nevrax,1,2011
74607,Suzak,4,2011
74608,PaonCorporation,7,2011
74609,AmazeEntertainment,25,2011
74610,Respondesign,1,2011
74611,Nautilus,2,2011
74612,VenomGames,4,2011
74613,NicelyCrafted,1,2011
74614,BlackElement,2,2011
74615,"Revistonic,Revistronic",1,2011
74616,FuseGamesLimited,2,2011
74617,Yager,2,2011
74618,Rotobee,1,2011
74619,Playmore,1,2011
74620,BackboneEntertainment,42,2011
74621,TomCreate,1,2011
74622,"AtlantisInteractiveEntertainment	,AtlantisInteractiveEntertainment",2,2011
74623,SportsInteractive,11,2011
74624,SumoDigital,34,2011
74625,InXileEntertainment,8,2011
74626,"HeavyIronStudios,Beenox",1,2011
74627,SkyworksTechnologies,1,2011
74628,KheopsStudio,9,2011
74629,BlueTongue,1,2011
74630,Kamui,1,2011
74631,MercurySteam,4,2011
74632,GuildSoftware,1,2011
74633,TiltedMill,4,2011
74634,CityInteractive,10,2011
74635,SparkUnlimited,8,2011
74636,GenuineGames,4,2011
74637,Gameloft,19,2011
74638,FarsightStudios,7,2011
74639,Coresoft,4,2011
74640,RazborStudios,1,2011
74641,TheBehemoth,5,2011
74642,MadCatz,1,2011
74643,ToseSoftware,1,2011
74644,BlackHoleGames,5,2011
74645,UbisoftShanghai/Paris,1,2011
74646,LaPlata,1,2011
74647,ChessBase,2,2011
74648,NoiseFactory,2,2011
74649,ObsidianEntertainment,23,2011
74650,HudsonSoft,16,2011
74651,CareerSoft,2,2011
74652,"Namco,NintendoSoftwareTechnology",1,2011
74653,Tiwak,1,2011
74654,"Buddiez,Inc.",1,2011
74655,GameyusInteractive,2,2011
74656,"OrbitalMedia,Inc.",3,2011
74657,PhoenixGamesStudio,2,2011
74658,SystemSoft,1,2011
74659,Falcom,6,2011
74660,Sonalysts,1,2011
74661,TouchdownEntertainment,1,2011
74662,HumanSoft,3,2011
74663,Mithis/HDInteractive,1,2011
74664,BlueByte,3,2011
74665,NuClearVision,1,2011
74666,BlackHammerGame,1,2011
74667,TeamFusion,6,2011
74668,MicrosoftGameStudiosJapan,1,2011
74669,EugenSystems,5,2011
74670,"Koei,OmegaForce",7,2011
74671,QEntertainment,13,2011
74672,"SCEA,SIMS",1,2011
74673,AsoboStudio,9,2011
74674,InterServInternational,3,2011
74675,DirectActionGames,2,2011
74676,Tranji,1,2011
74677,PositechGames,2,2011
74678,BottleRocketEntertainment,3,2011
74679,AwesomeStudios,1,2011
74680,Hydravision,10,2011
74681,Destineer,4,2011
74682,3DPeople,2,2011
74683,Mitchell,3,2011
74684,"ClimaxGroup,ClimaxStudios",16,2011
74685,DoubleFineProductions,11,2011
74686,Blue52,3,2011
74687,ITEMedia,1,2011
74688,CodoGames,2,2011
74689,ArenaNet,4,2011
74690,Pinegrow,1,2011
74691,SimBin,8,2011
74692,SwordfishStudios,3,2011
74693,BattleGoatStudios,3,2011
74694,BrezzaSoft,2,2011
74695,MasterCreating,2,2011
74696,GlyphXGames,2,2011
74697,DeepShadows,1,2011
74698,BlackSeaStudios,2,2011
74699,RoxorGames,1,2011
74700,JuiceGames,7,2011
74701,"EATiburon,n-Space",1,2011
74702,"Youxiland,Gamasoft",1,2011
74703,"RockstarSanDiego,RockstarLeeds",1,2011
74704,LeadPursuit,1,2011
74705,Gust,12,2011
74706,OnNet,1,2011
74707,"HighVoltageSoftware,BackboneEntertainment",3,2011
74708,BuenaVistaInteractive,1,2011
74709,Goshow,1,2011
74710,EagleDynamics,2,2011
74711,ThirdWaveGames,2,2011
74712,HighMoonStudios,9,2011
74713,MasquePublishing,1,2011
74714,AndamiroU.S.A.Corp.,2,2011
74715,BackboneVancouver,3,2011
74716,ActivisionValue,2,2011
74717,AnkamaGames,2,2011
74718,2KSports,13,2011
74719,"RedStormEntertainment,UbisoftMontreal",4,2011
74720,Ganbarion,5,2011
74721,ShockwaveProductions,1,2011
74722,SidheInteractive,10,2011
74723,TelltaleGames,67,2011
74724,MidwayStudios-LosAngeles,4,2011
74725,GameRepublic,12,2011
74726,"EACanada,Nihilistic",3,2011
74727,QuanticDream,6,2011
74728,CultureBrain,1,2011
74729,MarvelousEntertainment,9,2011
74730,"RavenSoftware,Beenox",1,2011
74731,Runtime,1,2011
74732,NeonStudios,1,2011
74733,TinyHeroGameStudios,1,2011
74734,Kylotonn,5,2011
74735,DeadlineGames,10,2011
74736,"GameArts,JapanArtMedia(JAM)",1,2011
74737,MindwareStudios,4,2011
74738,Cing,4,2011
74739,IRGurus,5,2011
74740,IRGurusInteractiveLtd.,1,2011
74741,Bec,5,2011
74742,SCEASportsStudio,2,2011
74743,ITL,3,2011
74744,"idSoftware,NerveSoftware",1,2011
74745,DisneyInteractiveStudios,3,2011
74746,EAMontreal,9,2011
74747,MarkHealey,1,2011
74748,NightRevenge,1,2011
74749,"SCEA,ThinkandFeel",1,2011
74750,WideloadGamesInc.,7,2011
74751,Bullets,3,2011
74752,THQAustralia,2,2011
74753,"RockstarNorth,RockstarLeeds",1,2011
74754,HeadfirstProductions,2,2011
74755,EmpireOxford,5,2011
74756,"BigBlueBubbleInc.,BreakthroughNewMedia",1,2011
74757,G-Artists,2,2011
74758,BrainboxGames,1,2011
74759,AWEGames,7,2011
74760,ParagonStudios,1,2011
74761,EADICE,21,2011
74762,"PandemicStudios,SavageEntertainment",1,2011
74763,CiRCLE,2,2011
74764,"NeversoftEntertainment,Beenox",1,2011
74765,"DimpsCorporation,SonicTeam",1,2011
74766,Strangelite,1,2011
74767,Microvision,3,2011
74768,SoftMax,1,2011
74769,BattleBorne,2,2011
74770,CarbonatedGames,5,2011
74771,PixelStorm,1,2011
74772,OberonMedia,1,2011
74773,PopCap,19,2011
74774,PomPomGames,2,2011
74775,NinjaBee,7,2011
74776,"NivalInteractive,Novik&Co",1,2011
74777,HappyHappening,2,2011
74778,"BlitzGames,HumanSoft",1,2011
74779,Cyanide,8,2011
74780,SilverCreekEntertainment,4,2011
74781,"PointofView,Crave",1,2011
74782,Magicpot,1,2011
74783,MileStoneInc.,4,2011
74784,indieszero,4,2011
74785,"RitualEntertainment,AvalancheSoftware",3,2011
74786,GarageGames,1,2011
74787,49Games,8,2011
74788,MonkeyBarGames,3,2011
74789,StainlessGames,16,2011
74790,SkipLtd.,6,2011
74791,Various,1,2011
74792,SylumEntertainment,1,2011
74793,Petroglyph,5,2011
74794,EAChicago,7,2011
74795,"CCR,Inc",1,2011
74796,SCEASanDiegoStudios,18,2011
74797,KonamiSoftwareShanghai,1,2011
74798,IdeaFactory,4,2011
74799,TERMINALStudio,1,2011
74800,iWin,1,2011
74801,TomyCorporation,1,2011
74802,BigbigStudios,3,2011
74803,Aspect,4,2011
74804,Nucleosys,1,2011
74805,SproutGames,1,2011
74806,TripwireInteractive,3,2011
74807,VivendiGames,2,2011
74808,UbisoftQuebec,5,2011
74809,ReadyatDawn,5,2011
74810,PrivateMoonStudios,1,2011
74811,"Nintendo,NintendoSoftwareTechnology",3,2011
74812,KojimaProductions,8,2011
74813,TateInteractive,3,2011
74814,TriSynergy,2,2011
74815,MAUSSoftware,1,2011
74816,"1C,ElementalGames,1CEntertainment",1,2011
74817,RevolutionofStrategy,1,2011
74818,QueasyGames,1,2011
74819,KleiEntertainment,5,2011
74820,"Cinemax,RAImages",1,2011
74821,BurutSoftware,2,2011
74822,WickedStudios,1,2011
74823,SixteenTonsEntertainment,1,2011
74824,"AquaPacific,In2Games",2,2011
74825,PeterStock,1,2011
74826,"EACanada,ExientEntertainment",3,2011
74827,"Frozenbyte,Inc.",7,2011
74828,Crea-Tech,1,2011
74829,MadMinuteGames,1,2011
74830,WhiteBirdsProductions,4,2011
74831,Success,5,2011
74832,InterActiveVisionGames,1,2011
74833,LuckyJump,1,2011
74834,Hypnos,1,2011
74835,TheCollective,1,2011
74836,"SonyOnlineEntertainment,MindControlSoftware",1,2011
74837,MetropolisSoftware,3,2011
74838,5000ft,2,2011
74839,5000ftInc.,1,2011
74840,LocomotiveGames,3,2011
74841,Sonnori,1,2011
74842,RockstarLeeds,7,2011
74843,M2,6,2011
74844,CypronStudios,1,2011
74845,"Midway,StainlessSteelStudios",1,2011
74846,RocksteadyStudios,8,2011
74847,NamcoBandaiGames,31,2011
74848,Warashi,2,2011
74849,BuzzMonkey,2,2011
74850,IronLoreEntertainment,3,2011
74851,"BukaEntertainment,TargemGames",1,2011
74852,PlaystosEntertainment,2,2011
74853,LadyluckDigitalMedia,1,2011
74854,Outerlight,1,2011
74855,Crafts&Meister,1,2011
74856,HitMaker,3,2011
74857,"FiraxisGames,FireFlyStudios",1,2011
74858,AGEOD,1,2011
74859,Flight-Plan,4,2011
74860,HalfbrickStudios,8,2011
74861,TTGames,3,2011
74862,InteractiveBrains,1,2011
74863,"Phantagram,QEntertainment",1,2011
74864,Playlogic,1,2011
