,name,platform,r_date,score,user score,developer,genre,players,critics,users,SMA_year
9373,Just Dance 4,Xbox360,2012-10-09,77,7.8,Ubisoft,"Action,Miscellaneous,Rhythm,Dancing,Dancing",No Online Multiplayer,23,37,6.632258064516129
9377,Just Dance 4,Wii,2012-10-09,74,7.7,Ubisoft,"Action,Miscellaneous,Rhythm,Dancing,Dancing",No Online Multiplayer,10,35,6.665625
9383,The Walking Dead: Episode 4 - Around Every Corner,Xbox360,2012-10-10,82,8.1,TelltaleGames,"Miscellaneous,Adventure,General,Compilation,Point-and-Click",No info,19,93,7.05925925925926
9384,The Walking Dead: Episode 4 - Around Every Corner,PC,2012-10-10,80,8.5,TelltaleGames,"Miscellaneous,Adventure,General,Compilation,Point-and-Click",No info,24,225,7.110714285714287
9429,Street Fighter X Tekken,PlayStationVita,2012-10-23,79,7.5,Capcom,"Action,Fighting,Fighting,3D,2D,3D",Up to 8 ,25,74,7.17037037037037
9435,FIFA Manager 13,PC,2012-10-25,69,4.9,EASports,"Sports,Traditional,Team,Soccer,Management,Management",No info,12,67,6.2444444444444445
9449,Assassin's Creed III,Xbox360,2012-10-30,84,6.8,Ubisoft,"Action Adventure,Historic,Historic,Open-World",Up to 8 ,61,1343,6.670967741935483
9456,Assassin's Creed III,PlayStation3,2012-10-30,85,6.9,Ubisoft,"Action Adventure,Historic,Historic,Open-World",Up to 8 ,41,1575,6.678125
9460,Assassin's Creed III: Liberation,PlayStationVita,2012-10-30,70,7.1,Ubisoft,"Action Adventure,Historic,Historic,Open-World",Up to 64 ,71,370,6.6909090909090905
9492,F1 Race Stars,Xbox360,2012-11-13,64,6.0,Codemasters,"Driving,Racing,Arcade,Formula One,Formula One,Automobile",No info,33,25,6.666666666666667
9497,F1 Race Stars,PlayStation3,2012-11-13,61,6.0,Codemasters,"Driving,Racing,Arcade,Formula One,Formula One,Automobile",Up to 12 ,27,42,6.631578947368421
9502,ESPN Sports Connection,WiiU,2012-11-13,31,3.3,Ubisoft,"Sports,General,General",1-5 ,13,24,6.59375
9503,F1 Race Stars,PC,2012-11-13,62,5.6,Codemasters,"Formula One,Driving,Racing,Arcade,Kart,Formula One,Automobile",No info,8,58,6.58
9514,New Super Mario Bros. U,WiiU,2012-11-18,84,8.0,Nintendo,"Action,Platformer,Platformer,2D,2D",No Online Multiplayer,70,891,7.74
9518,Nintendo Land,WiiU,2012-11-18,77,7.9,Nintendo,"Miscellaneous,Party,Party,Party / Minigame",1-5 ,61,542,7.754545454545454
9551,The Walking Dead: Episode 5 - No Time Left,PlayStation3,2012-11-20,88,8.5,TelltaleGames,"Miscellaneous,Adventure,General,Compilation,Point-and-Click",No info,9,153,7.242857142857143
9557,Assassin's Creed III,PC,2012-11-20,80,6.4,Ubisoft,"Action Adventure,Historic,Historic,Open-World",No info,21,2200,6.571875
9559,The Walking Dead: Episode 5 - No Time Left,Xbox360,2012-11-21,89,8.7,TelltaleGames,"Miscellaneous,Adventure,General,Compilation,Point-and-Click",No info,20,213,7.303571428571429
9560,The Walking Dead: Episode 5 - No Time Left,PC,2012-11-21,89,8.8,TelltaleGames,"Miscellaneous,Adventure,General,Compilation,Point-and-Click",No info,21,438,7.355172413793104
9574,Far Cry 3,PC,2012-12-04,88,8.4,UbisoftMontreal,"Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade",Up to 4 ,43,4466,7.844444444444445
9579,Far Cry 3,PlayStation3,2012-12-04,90,8.6,UbisoftMontreal,"Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade",Up to 4 ,32,1295,7.92
9580,Far Cry 3,Xbox360,2012-12-04,91,8.6,UbisoftMontreal,"Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade",Up to 4 ,39,1454,7.9818181818181815
9595,Street Fighter X Mega Man,PC,2012-12-17,71,8.6,Capcom,"Action,Platformer,Platformer,2D,2D",No info,11,95,7.221428571428572
9656,Brain Age: Concentration Training,3DS,2013-02-10,69,7.3,Nintendo,"Edutainment,Miscellaneous,Edutainment",No info,21,25,7.718181818181818
9731,Monster Hunter 3 Ultimate,3DS,2013-03-19,79,7.9,Capcom,"Role-Playing,Action RPG,Action RPG",No Online Multiplayer,25,255,7.108
9734,Monster Hunter 3 Ultimate,WiiU,2013-03-19,82,8.3,Capcom,"Role-Playing,Action Adventure,Fantasy,Action RPG",No Online Multiplayer,55,327,7.153846153846154
9809,Dragon's Dogma: Dark Arisen,PlayStation3,2013-04-23,80,8.2,Capcom,"Role-Playing,Action RPG,Action RPG",No Online Multiplayer,25,328,7.161538461538461
9815,Dragon's Dogma: Dark Arisen,Xbox360,2013-04-23,77,8.0,Capcom,"Role-Playing,Action RPG,Action RPG",No Online Multiplayer,33,185,7.192592592592592
9818,Poker Night 2,Xbox360,2013-04-24,69,5.8,TelltaleGames,"Miscellaneous,Parlor,Gambling,Gambling",No info,20,24,7.516
9819,Poker Night 2,PC,2013-04-26,75,7.0,TelltaleGames,"Miscellaneous,Parlor,Gambling,Gambling",No info,8,161,7.496153846153846
9828,Far Cry 3: Blood Dragon,PlayStation3,2013-04-30,82,8.2,UbisoftMontreal,"Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade",No info,24,248,8.028571428571428
9832,Far Cry 3: Blood Dragon,Xbox360,2013-05-01,80,8.4,UbisoftMontreal,"Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade",No info,51,343,8.075
9833,Far Cry 3: Blood Dragon,PC,2013-05-01,81,8.1,UbisoftMontreal,"Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade",No Online Multiplayer,31,974,8.077777777777778
9837,Mario and Donkey Kong: Minis on the Move,3DS,2013-05-09,78,7.3,Nintendo,"Puzzle,Action,Platformer,Platformer,3D,3D",No info,41,47,7.844444444444445
9852,Resident Evil: Revelations,PC,2013-05-20,77,7.2,Capcom,"Action Adventure,Horror,Horror,Survival",2 ,12,496,7.192857142857143
9853,Resident Evil: Revelations,PlayStation3,2013-05-21,74,7.5,Capcom,"Action Adventure,Horror,Horror,Survival",2 ,30,287,7.203448275862069
9854,Resident Evil: Revelations,WiiU,2013-05-21,80,7.8,Capcom,"Action Adventure,Horror,Horror,Survival",2 ,19,197,7.223333333333333
9857,Resident Evil: Revelations,Xbox360,2013-05-21,75,7.8,Capcom,"Action Adventure,Horror,Horror,Survival",2 ,30,228,7.241935483870968
9866,GRID 2,PC,2013-05-27,80,5.8,Codemasters,"Driving,Racing,Simulation,GT / Street,GT / Street,Automobile",No info,17,638,6.449999999999999
9870,GRID 2,PlayStation3,2013-05-28,82,6.6,Codemasters,"Driving,Racing,Simulation,GT / Street,GT / Street,Automobile",No info,20,177,6.457894736842104
9871,GRID 2,Xbox360,2013-05-28,78,5.8,Codemasters,"Driving,Racing,Simulation,GT / Street,GT / Street,Automobile",No info,51,163,6.425
9888,Animal Crossing: New Leaf,3DS,2013-06-09,88,8.7,Nintendo,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life",Up to 4 ,70,871,7.93
9889,The Mighty Quest for Epic Loot,PC,2013-06-10,64,5.6,UbisoftMontreal,"Action Adventure,Fantasy,General,Fantasy",No info,9,95,7.83
9907,New Super Luigi U,WiiU,2013-06-20,77,8.0,Nintendo,"Action,Platformer,Platformer,2D,2D",1-5 ,59,326,7.9363636363636365
9940,The Walking Dead: 400 Days,PlayStation3,2013-07-02,78,7.6,TelltaleGames,"Action,Miscellaneous,Adventure,General,Compilation,Point-and-Click",No info,12,183,7.608333333333333
9945,The Walking Dead: 400 Days,PC,2013-07-03,78,7.6,TelltaleGames,"Action,Miscellaneous,Adventure,General,Compilation,Point-and-Click",No info,30,352,7.6080000000000005
9948,The Walking Dead: 400 Days,Xbox360,2013-07-05,80,7.7,TelltaleGames,"Action,Miscellaneous,Adventure,General,Compilation,Point-and-Click",No info,24,127,7.611538461538462
9989,Pikmin 3,WiiU,2013-08-04,87,8.7,Nintendo,"Strategy,Real-Time,Fantasy,General,Fantasy",1-2 ,79,784,8.0
10036,The Walking Dead: A Telltale Games Series - The Complete First Season,PlayStationVita,2013-08-20,82,8.5,TelltaleGames,"Miscellaneous,Adventure,Compilation,Compilation,Point-and-Click",No Online Multiplayer,7,162,7.644444444444445
10038,Flashback,Xbox360,2013-08-21,50,4.8,Ubisoft,"General,Action,Platformer,Platformer,2D,2D",No info,37,67,6.444
10043,Madden NFL 25,Xbox360,2013-08-27,80,5.6,EASports,"Sports,Traditional,Team,Football,Arcade,Arcade,Sim",Up to 4 ,32,142,6.175
10051,Madden NFL 25,PlayStation3,2013-08-27,76,4.2,EASports,"Sports,Traditional,Team,Football,Arcade,Arcade,Sim",Up to 6 ,19,94,5.955555555555556
10055,Final Fantasy XIV Online: A Realm Reborn,PC,2013-08-27,83,7.4,SquareEnix,"Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Fantasy,Fantasy",Massively Multiplayer,32,1707,7.25
10056,Final Fantasy XIV Online: A Realm Reborn,PlayStation3,2013-08-27,78,5.6,SquareEnix,"Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Fantasy,Fantasy",Massively Multiplayer,25,341,6.92
10087,Kingdom Hearts HD 1.5 ReMIX,PlayStation3,2013-09-10,77,8.8,SquareEnix,"Miscellaneous,Compilation,Compilation",No Online Multiplayer,49,516,7.233333333333334
10116,Pro Evolution Soccer 2014,Xbox360,2013-09-24,80,4.2,Konami,"Sports,Traditional,Team,Soccer,Sim,Sim",Up to 22 ,23,115,6.62
10120,FIFA 14,PlayStation3,2013-09-24,86,4.4,EACanada,"Ice Hockey,Sim,Sports,Traditional,Team,Soccer,Sim,Sim",Up to 22 ,37,596,4.45
10121,Pro Evolution Soccer 2014,PlayStation3,2013-09-24,78,4.0,Konami,"Sports,Traditional,Team,Soccer,Sim,Sim",2 ,39,317,6.45625
10128,FIFA 14,Xbox360,2013-09-24,84,4.3,EACanada,"Ice Hockey,Sim,Sports,Traditional,Team,Soccer,Sim,Sim",Up to 22 ,41,451,4.428571428571429
10146,F1 2013,PC,2013-10-03,77,6.8,Codemasters,"Driving,Racing,Simulation,Formula One,Formula One,Automobile",No info,18,164,6.433333333333334
10149,Just Dance 2014,WiiU,2013-10-08,72,7.7,Ubisoft,"Action,Miscellaneous,Rhythm,Dancing,Dancing",No info,13,48,6.542857142857143
10152,F1 2013,Xbox360,2013-10-08,79,6.8,Codemasters,"Driving,Racing,Simulation,Formula One,Formula One,Automobile",No info,29,38,6.45625
10157,Just Dance 2014,Xbox360,2013-10-08,79,7.9,Ubisoft,"Action,Miscellaneous,Rhythm,Dancing,Dancing",No info,16,35,6.604545454545454
10159,The Wolf Among Us: Episode 1 - Faith,Xbox360,2013-10-11,82,8.4,TelltaleGames,"Action Adventure,Adventure,Fantasy,General,Fantasy,Point-and-Click",No info,31,240,7.671428571428572
10160,The Wolf Among Us,PC,2013-10-11,80,8.8,TelltaleGames,"Action Adventure,Adventure,General,Fantasy,Point-and-Click",No info,13,804,7.710344827586207
10161,The Wolf Among Us: Episode 1 - Faith,PC,2013-10-11,85,8.9,TelltaleGames,"Action Adventure,Adventure,Fantasy,General,Fantasy,Point-and-Click",No Online Multiplayer,45,836,7.75
10170,The Wolf Among Us: Episode 1 - Faith,PlayStation3,2013-10-15,85,8.5,TelltaleGames,"Action Adventure,Adventure,Fantasy,General,Fantasy,Point-and-Click",No info,9,141,7.774193548387097
10180,Rocksmith 2014 Edition,PlayStation3,2013-10-22,86,8.2,Ubisoft,"Action,Miscellaneous,Rhythm,Music,Music",No Online Multiplayer,14,51,6.51
10187,Rocksmith 2014 Edition,Xbox360,2013-10-22,87,7.5,Ubisoft,"Action,Miscellaneous,Rhythm,Music,Music",No Online Multiplayer,30,46,6.557142857142857
10191,Rocksmith 2014 Edition,PC,2013-10-22,89,7.9,Ubisoft,"Action,Miscellaneous,Rhythm,Music,Music",No Online Multiplayer,7,167,6.618181818181818
10195,Phoenix Wright: Ace Attorney - Dual Destinies,3DS,2013-10-24,81,8.1,Capcom,"Adventure,General,General,Visual Novel",No Online Multiplayer,63,246,7.148
10220,Assassin's Creed IV: Black Flag,PlayStation3,2013-10-29,88,8.1,Ubisoft,"Action Adventure,Historic,Historic,Open-World",Up to 8 ,36,1053,6.682608695652173
10226,Assassin's Creed IV: Black Flag,Xbox360,2013-10-29,86,8.0,Ubisoft,"Action Adventure,Historic,Historic,Open-World",Up to 8 ,35,858,6.7375
10230,Wii Fit U,WiiU,2013-11-01,72,7.8,Nintendo,"Sports,Miscellaneous,General,Exercise / Fitness",No info,19,76,7.9750000000000005
10245,Wii Sports Club,WiiU,2013-11-07,68,7.0,Nintendo,"Sports,General,General,Individual,Athletics",Up to 4 ,21,122,7.9
10254,Madden NFL 25,PlayStation4,2013-11-12,74,5.3,EASports,"Sports,Traditional,Team,Football,Arcade,Arcade,Sim",2 ,13,126,5.5
10257,FIFA 14,PlayStation4,2013-11-12,87,6.3,EACanada,"Sports,Traditional,Team,Soccer,Sim,Sim",Up to 22 ,26,730,4.6625000000000005
10258,Pro Evolution Soccer 2014,PC,2013-11-12,74,4.4,Konami,"Sports,Traditional,Team,Soccer,Sim,Sim",No info,9,249,6.318181818181818
10261,Assassin's Creed IV: Black Flag,PlayStation4,2013-11-12,83,7.9,Ubisoft,"Action Adventure,Historic,Historic,Open-World",Up to 8 ,29,2396,6.947619047619048
10289,Fighter Within,XboxOne,2013-11-19,23,2.8,Ubisoft,"Sports,General,General",No info,39,209,6.75909090909091
10292,FIFA 14,XboxOne,2013-11-19,88,5.8,EACanada,"Sim,Sports,Traditional,Team,Soccer,Sim",Up to 22 ,22,357,4.788888888888889
10300,NBA Live 14,XboxOne,2013-11-19,36,3.1,EASports,"Arcade,Sports,Traditional,Team,Basketball,Arcade",2 ,14,90,5.233333333333333
10301,Madden NFL 25,XboxOne,2013-11-19,73,5.9,EASports,"Sports,Traditional,Team,Football,Arcade,Arcade,Sim",No info,18,115,5.3
10305,NBA Live 14,PlayStation4,2013-11-19,43,2.6,EASports,"Arcade,Sports,Traditional,Team,Basketball,Arcade",2 ,25,176,5.054545454545455
10306,Assassin's Creed IV: Black Flag,PC,2013-11-19,84,7.9,Ubisoft,"Action Adventure,Historic,Historic,Open-World",No info,10,2311,6.808695652173914
10318,Super Mario 3D World,WiiU,2013-11-22,93,8.9,Nintendo,"Platformer,3D,Action,Platformer,3D",No Online Multiplayer,83,2068,7.925000000000001
10320,The Legend of Zelda: A Link Between Worlds,3DS,2013-11-22,91,9.0,Nintendo,"Action RPG,Role-Playing,Action Adventure,General,Action RPG,Open-World",No Online Multiplayer,81,1576,8.007692307692308
10351,Assassin's Creed IV: Black Flag - Freedom Cry,XboxOne,2013-12-17,76,7.1,UbisoftMontreal,"Action Adventure,Historic,Open-World",No info,8,134,7.875
10353,The Walking Dead: Season Two - A Telltale Games Series,PC,2013-12-17,80,8.3,TelltaleGames,"Action,Adventure,General,General,Point-and-Click",No Online Multiplayer,14,683,8.141379310344828
10354,The Walking Dead: Season Two Episode 1 - All That Remains,PC,2013-12-17,78,8.5,TelltaleGames,"General,Action,Adventure,General,Point-and-Click",No info,55,596,8.153333333333332
10356,Assassin's Creed IV: Black Flag - Freedom Cry,PlayStation4,2013-12-18,71,6.4,UbisoftMontreal,"Action Adventure,Historic,Open-World",No info,11,229,7.711111111111112
10358,The Walking Dead: Season Two Episode 1 - All That Remains,Xbox360,2013-12-18,80,8.4,TelltaleGames,"General,Action,Adventure,General,Point-and-Click",No info,8,100,8.161290322580646
10379,F1 Race Stars: Powered Up Edition,WiiU,2014-01-16,61,6.9,Codemasters,"Driving,Racing,Arcade,Formula One,Formula One,Automobile",No info,8,19,6.4625
10397,The Wolf Among Us: Episode 2 - Smoke and Mirrors,PlayStation3,2014-02-04,82,8.1,TelltaleGames,"Action Adventure,Adventure,General,Fantasy,Point-and-Click",No info,9,87,8.196774193548388
10399,The Wolf Among Us: Episode 2 - Smoke and Mirrors,PC,2014-02-04,76,8.2,TelltaleGames,"Fantasy,Action Adventure,Adventure,General,Fantasy,Point-and-Click",No info,43,304,8.196875
10407,The Wolf Among Us: Episode 2 - Smoke and Mirrors,Xbox360,2014-02-05,73,7.8,TelltaleGames,"Action Adventure,Adventure,General,Fantasy,Point-and-Click",No info,14,85,8.184848484848484
10416,Lightning Returns: Final Fantasy XIII,Xbox360,2014-02-11,69,6.7,SquareEnix,"General,Role-Playing,General,Japanese-Style",No info,21,258,7.360000000000001
10421,Lightning Returns: Final Fantasy XIII,PlayStation3,2014-02-11,66,6.1,SquareEnix,"General,Role-Playing,General,Japanese-Style",No Online Multiplayer,62,654,7.1499999999999995
10423,Steel Diver: Sub Wars,3DS,2014-02-13,70,7.6,Nintendo,"Simulation,Submarine,Marine,Combat",No info,12,54,7.953846153846154
10461,The Walking Dead: Season Two Episode 2 - A House Divided,PlayStation3,2014-03-04,82,8.2,TelltaleGames,"General,Action,Adventure,General,Point-and-Click",No info,8,89,8.185294117647059
10465,The Walking Dead: Season Two Episode 2 - A House Divided,PC,2014-03-04,81,8.5,TelltaleGames,"General,Action,Adventure,General,Point-and-Click",No info,40,371,8.194285714285714
10472,The Walking Dead: Season Two Episode 2 - A House Divided,Xbox360,2014-03-05,80,8.1,TelltaleGames,"General,Action,Adventure,General,Point-and-Click",No info,14,62,8.191666666666666
10490,Deus Ex: The Fall,PC,2014-03-17,45,3.1,SquareEnix,"Action,Shooter,First-Person,Sci-Fi,Arcade",No Online Multiplayer,14,185,6.571428571428571
10545,The Wolf Among Us: Episode 3 - A Crooked Mile,PC,2014-04-08,82,8.6,TelltaleGames,"Fantasy,Action Adventure,Adventure,General,Fantasy,Point-and-Click",No info,38,296,8.202702702702704
10546,The Wolf Among Us: Episode 3 - A Crooked Mile,Xbox360,2014-04-09,77,8.1,TelltaleGames,"Action Adventure,Adventure,General,Fantasy,Point-and-Click",No info,13,53,8.2
10550,Final Fantasy XIV Online: A Realm Reborn,PlayStation4,2014-04-14,86,7.3,SquareEnix,"Fantasy,Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Fantasy",Up to 64 ,35,690,6.6625
10554,2014 FIFA World Cup Brazil,Xbox360,2014-04-15,74,4.7,EACanada,"Sports,Traditional,Team,Soccer,Sim",No info,29,99,4.325
10557,2014 FIFA World Cup Brazil,PlayStation3,2014-04-15,73,4.6,EACanada,"Sports,Traditional,Team,Soccer,Sim",2 ,33,98,4.355555555555555
10581,Child of Light,WiiU,2014-04-29,84,8.5,UbisoftMontreal,"Action,Role-Playing,General,General,General",No info,7,160,7.790000000000001
10587,Child of Light,PlayStation4,2014-04-29,82,8.0,UbisoftMontreal,"Action,General,General,Role-Playing,General",No info,46,618,7.8090909090909095
10589,Child of Light,PC,2014-04-29,77,8.1,UbisoftMontreal,"Action,Role-Playing,General,General",No Online Multiplayer,16,553,7.833333333333333
10590,Child of Light,XboxOne,2014-04-30,82,7.7,UbisoftMontreal,"Action,General,General,Role-Playing,General",No info,32,274,7.823076923076924
10615,The Walking Dead: Season Two Episode 3 - In Harm's Way,PlayStation3,2014-05-13,80,8.2,TelltaleGames,"General,Action,Adventure,General,Point-and-Click",No info,6,61,8.173529411764706
10618,The Walking Dead: Season Two Episode 3 - In Harm's Way,PC,2014-05-13,81,8.2,TelltaleGames,"General,Action,Adventure,General,Point-and-Click",No info,39,273,8.174285714285714
10620,The Walking Dead: Season Two Episode 3 - In Harm's Way,Xbox360,2014-05-14,82,8.3,TelltaleGames,"General,Action,Adventure,General,Point-and-Click",No info,12,61,8.177777777777779
10644,Watch Dogs,PC,2014-05-26,77,5.1,UbisoftMontreal,"Miscellaneous,General,Action Adventure,Modern,General,Modern,Open-World",Up to 8 ,18,3780,7.628571428571428
10645,Watch Dogs,PlayStation4,2014-05-27,80,6.5,UbisoftMontreal,"Modern,Action Adventure,General,Modern,Open-World",Up to 8 ,80,3527,7.553333333333333
10652,The Wolf Among Us: Episode 4 - In Sheep's Clothing,PC,2014-05-27,75,8.2,TelltaleGames,"Fantasy,Action Adventure,Adventure,General,Fantasy,Point-and-Click",No info,29,195,8.17837837837838
10653,Watch Dogs,XboxOne,2014-05-27,78,6.1,UbisoftMontreal,"Action Adventure,Modern,General,Modern,Open-World",Up to 8 ,15,817,7.4624999999999995
10654,The Wolf Among Us: Episode 4 - In Sheep's Clothing,Xbox360,2014-05-28,74,8.1,TelltaleGames,"Action Adventure,Adventure,General,Fantasy,Point-and-Click",No info,14,45,8.176315789473684
10659,Mario Kart 8,WiiU,2014-05-30,88,8.8,Nintendo,"Driving,Racing,Arcade,Kart,Kart,Automobile",Up to 12 ,82,1947,8.014285714285714
10675,Tomodachi Life,3DS,2014-06-06,71,7.7,Nintendo,"Simulation,Miscellaneous,General,Virtual,Virtual Life",No Online Multiplayer,52,226,7.993333333333334
10694,EA Sports UFC,XboxOne,2014-06-17,70,6.2,EASports,"General,Sports,General,Individual,Combat,Boxing / Martial Arts",2 ,23,163,4.725
10695,EA Sports UFC,PlayStation4,2014-06-17,70,6.1,EASports,"General,Sports,General,Individual,Combat,Boxing / Martial Arts",2 ,57,295,4.877777777777777
10704,GRID Autosport,PlayStation3,2014-06-24,75,6.5,Codemasters,"Driving,Racing,Simulation,GT / Street,Automobile",Up to 12 ,35,68,6.492307692307692
10712,GRID Autosport,Xbox360,2014-06-24,75,6.0,Codemasters,"Driving,Racing,Simulation,GT / Street,Automobile",Up to 12 ,15,61,6.457142857142857
10719,GRID Autosport,PC,2014-06-26,78,6.3,Codemasters,"Driving,Racing,Simulation,GT / Street,Automobile",No info,35,295,6.446666666666667
10724,Child of Light,PlayStationVita,2014-07-01,83,7.9,UbisoftMontreal,"Role-Playing,General",2 ,15,127,7.488235294117647
10734,The Wolf Among Us: Episode 5 - Cry Wolf,PC,2014-07-08,84,8.7,TelltaleGames,"Fantasy,Action Adventure,Adventure,General,Fantasy,Point-and-Click",No info,33,404,8.174999999999999
10736,The Wolf Among Us: Episode 5 - Cry Wolf,PlayStation3,2014-07-08,75,8.1,TelltaleGames,"Action Adventure,Adventure,General,Fantasy,Point-and-Click",No info,7,55,8.172972972972973
10741,The Wolf Among Us: Episode 5 - Cry Wolf,Xbox360,2014-07-09,85,8.1,TelltaleGames,"Action Adventure,Adventure,General,Fantasy,Point-and-Click",No info,15,94,8.171052631578947
10757,The Walking Dead: Season Two Episode 4 - Amid the Ruins,PlayStation3,2014-07-22,78,7.9,TelltaleGames,"General,Action,Adventure,General,Point-and-Click",No info,7,42,8.164102564102564
10765,The Walking Dead: Season Two Episode 4 - Amid the Ruins,PC,2014-07-22,78,8.1,TelltaleGames,"General,Action,Adventure,General,Point-and-Click",No info,39,243,8.1625
10767,The Walking Dead: Season Two Episode 4 - Amid the Ruins,Xbox360,2014-07-23,71,7.2,TelltaleGames,"General,Action,Adventure,General,Point-and-Click",No info,10,41,8.139024390243902
