,genre,count,year
3152,Team,400,2013
3153,Athletics,34,2013
3154,Ice Hockey,91,2013
3155,Futuristic Jet,8,2013
3156,Stock Car,54,2013
3157,Tank,4,2013
3158,Vehicle,55,2013
3159,Demolition Derby,23,2013
3160,Biking,35,2013
3161,Snowboarding,58,2013
3162,Street,60,2013
3163,WWII,78,2013
3164,Board / Card Game,47,2013
3165,Basketball,177,2013
3166,Boxing,69,2013
3167,Mech,52,2013
3168,Skate / Skateboard,34,2013
3169,Surfing,16,2013
3170,Soccer,198,2013
3171,Trivia / Game Show,53,2013
3172,Car Combat,74,2013
3173,Volleyball,7,2013
3174,Other,112,2013
3175,Linear,115,2013
3176,Surf / Wakeboard,5,2013
3177,Ship,13,2013
3178,Marine,14,2013
3179,Compilation,310,2013
3180,Pinball,62,2013
3181,Dancing,84,2013
3182,Music Maker,30,2013
3183,Train,7,2013
3184,Artillery,20,2013
3185,Japanese-Style,116,2013
3186,Rugby,14,2013
3187,Horse Racing,6,2013
3188,Stacking,27,2013
3189,Military,69,2013
3190,Career,21,2013
3191,Civilian Plane,6,2013
3192,Submarine,12,2013
3193,On-foot,9,2013
3194,Open-World,195,2013
3195,Truck,10,2013
3196,Horizontal,31,2013
3197,Skating,9,2013
3198,Card Battle,71,2013
3199,Board Games,83,2013
3200,Old Jet,1,2013
3201,Hunting,5,2013
3202,Wakeboarding,5,2013
3203,Vertical,94,2013
3204,No info,41,2013
3205,Bowling,10,2013
3206,WWI,5,2013
3207,Edutainment,48,2013
3208,Gambling,55,2013
3209,Party / Minigame,80,2013
3210,Pet,8,2013
3211,Static,101,2013
3212,Ski / Snowboard,17,2013
3213,Visual Novel,21,2013
3214,Application,12,2013
3215,Boxing / Martial Arts,22,2013
3216,Logic,62,2013
3217,Videos,2,2013
3218,Interactive Movie,5,2013
3219,Roguelike,16,2013
3220,Trainer,16,2013
3221,Hidden Object,8,2013
3222,Cricket,2,2013
3223,Sandbox,14,2013
3224,Defense,31,2013
3225,Drag,4,2013
3226,Skiing,6,2013
3227,Exercise / Fitness,17,2013
3228,MOBA,22,2013
3229,Text,2,2013
3230,Adventure,725,2014
3231,General,4655,2014
3232,Action,4525,2014
3233,Shooter,2756,2014
3234,First-Person,1146,2014
3235,Sci-Fi,1782,2014
3236,Arcade,1557,2014
3237,Strategy,1107,2014
3238,Turn-Based,373,2014
3239,Historic,899,2014
3240,4X,31,2014
3241,Action Adventure,1629,2014
3242,Horror,436,2014
3243,Fighting,714,2014
3244,3D,1314,2014
3245,Platformer,1386,2014
3246,Simulation,694,2014
3247,Point-and-Click,171,2014
3248,Driving,981,2014
3249,Racing,870,2014
3250,Futuristic,75,2014
3251,Real-Time,510,2014
3252,Command,53,2014
3253,Snow / Water,15,2014
3254,Modern,1611,2014
3255,Miscellaneous,1562,2014
3256,Puzzle,1152,2014
3257,Matching,120,2014
3258,Role-Playing,1110,2014
3259,Action RPG,702,2014
3260,Kart,89,2014
3261,Rail,45,2014
3262,Flight,165,2014
3263,Modern Jet,51,2014
3264,2D,1148,2014
3265,Console-style RPG,371,2014
3266,Third-Person,716,2014
3267,Shoot-'Em-Up,207,2014
3268,Top-Down,87,2014
3269,Wargame,35,2014
3270,PC-style RPG,116,2014
3271,Western-Style,143,2014
3272,Small Spaceship,57,2014
3273,Rhythm,267,2014
3274,Music,355,2014
3275,Fantasy,1607,2014
3276,GT / Street,291,2014
3277,Scrolling,259,2014
3278,Light Gun,51,2014
3279,Tactical,238,2014
3280,Tycoon,130,2014
3281,Management,179,2014
3282,Business / Tycoon,76,2014
3283,Combat,261,2014
3284,Party,143,2014
3285,Massively Multiplayer Online,121,2014
3286,Massively Multiplayer,111,2014
3287,Sports,1433,2014
3288,Traditional,1021,2014
3289,Golf,107,2014
3290,Mission-based,118,2014
3291,Football,191,2014
3292,Survival,183,2014
3293,Alternative,229,2014
3294,Skateboarding,102,2014
3295,Motorcycle,90,2014
3296,Motocross,57,2014
3297,Space,37,2014
3298,Breeding/Constructing,65,2014
3299,Beat-'Em-Up,585,2014
3300,Automobile,436,2014
3301,Virtual Life,211,2014
3302,Virtual,127,2014
3303,Parlor,95,2014
3304,Billiards,34,2014
3305,City Building,25,2014
3306,Government,42,2014
3307,Tactics,120,2014
3308,Tennis,99,2014
3309,Sim,1041,2014
3310,Large Spaceship,25,2014
3311,Civilian,32,2014
3312,Rally / Offroad,172,2014
3313,Formula One,84,2014
3314,Nature,24,2014
3315,Fishing,30,2014
3316,Baseball,133,2014
3317,Olympic Sports,68,2014
3318,Helicopter,24,2014
3319,Wrestling,148,2014
3320,Futuristic Sub,6,2014
3321,Individual,325,2014
3322,Team,422,2014
3323,Athletics,34,2014
3324,Ice Hockey,93,2014
3325,Futuristic Jet,8,2014
3326,Stock Car,55,2014
3327,Tank,4,2014
3328,Vehicle,60,2014
3329,Demolition Derby,23,2014
3330,Biking,39,2014
3331,Snowboarding,58,2014
3332,Street,68,2014
3333,WWII,79,2014
3334,Board / Card Game,49,2014
3335,Basketball,181,2014
3336,Boxing,69,2014
3337,Mech,52,2014
3338,Skate / Skateboard,36,2014
3339,Surfing,16,2014
3340,Soccer,213,2014
3341,Trivia / Game Show,53,2014
3342,Car Combat,74,2014
3343,Volleyball,7,2014
3344,Other,118,2014
3345,Linear,133,2014
3346,Surf / Wakeboard,5,2014
3347,Ship,13,2014
3348,Marine,15,2014
3349,Compilation,330,2014
3350,Pinball,66,2014
3351,Dancing,87,2014
3352,Music Maker,30,2014
3353,Train,8,2014
3354,Artillery,22,2014
3355,Japanese-Style,138,2014
3356,Rugby,14,2014
3357,Horse Racing,6,2014
3358,Stacking,29,2014
3359,Military,72,2014
3360,Career,26,2014
3361,Civilian Plane,6,2014
3362,Submarine,13,2014
3363,On-foot,9,2014
3364,Open-World,236,2014
3365,Truck,10,2014
3366,Horizontal,37,2014
3367,Skating,9,2014
3368,Card Battle,84,2014
3369,Board Games,84,2014
3370,Old Jet,1,2014
3371,Hunting,5,2014
3372,Wakeboarding,5,2014
3373,Vertical,108,2014
3374,No info,42,2014
3375,Bowling,10,2014
3376,WWI,6,2014
3377,Edutainment,49,2014
3378,Gambling,55,2014
3379,Party / Minigame,82,2014
3380,Pet,9,2014
3381,Static,107,2014
3382,Ski / Snowboard,17,2014
3383,Visual Novel,25,2014
3384,Application,13,2014
3385,Boxing / Martial Arts,24,2014
3386,Logic,66,2014
3387,Videos,2,2014
3388,Interactive Movie,5,2014
3389,Roguelike,16,2014
3390,Trainer,18,2014
3391,Hidden Object,8,2014
3392,Cricket,2,2014
3393,Sandbox,20,2014
3394,Defense,38,2014
3395,Drag,4,2014
3396,Skiing,6,2014
3397,Exercise / Fitness,17,2014
3398,MOBA,25,2014
3399,Text,3,2014
3400,Adventure,852,2015
3401,General,5040,2015
3402,Action,4868,2015
3403,Shooter,2863,2015
3404,First-Person,1220,2015
3405,Sci-Fi,1823,2015
3406,Arcade,1635,2015
3407,Strategy,1188,2015
3408,Turn-Based,410,2015
3409,Historic,917,2015
3410,4X,34,2015
3411,Action Adventure,1817,2015
3412,Horror,458,2015
3413,Fighting,734,2015
3414,3D,1389,2015
3415,Platformer,1482,2015
3416,Simulation,731,2015
3417,Point-and-Click,219,2015
3418,Driving,992,2015
3419,Racing,898,2015
3420,Futuristic,80,2015
3421,Real-Time,536,2015
3422,Command,55,2015
3423,Snow / Water,15,2015
3424,Modern,1645,2015
3425,Miscellaneous,1602,2015
3426,Puzzle,1178,2015
3427,Matching,123,2015
3428,Role-Playing,1211,2015
3429,Action RPG,747,2015
3430,Kart,90,2015
3431,Rail,47,2015
3432,Flight,167,2015
3433,Modern Jet,51,2015
3434,2D,1252,2015
3435,Console-style RPG,374,2015
3436,Third-Person,746,2015
3437,Shoot-'Em-Up,244,2015
3438,Top-Down,105,2015
3439,Wargame,35,2015
3440,PC-style RPG,120,2015
3441,Western-Style,163,2015
3442,Small Spaceship,59,2015
3443,Rhythm,282,2015
3444,Music,368,2015
3445,Fantasy,1653,2015
3446,GT / Street,292,2015
3447,Scrolling,268,2015
3448,Light Gun,51,2015
3449,Tactical,253,2015
3450,Tycoon,131,2015
3451,Management,187,2015
3452,Business / Tycoon,79,2015
3453,Combat,270,2015
3454,Party,144,2015
3455,Massively Multiplayer Online,126,2015
3456,Massively Multiplayer,117,2015
3457,Sports,1469,2015
3458,Traditional,1024,2015
3459,Golf,109,2015
3460,Mission-based,119,2015
3461,Football,196,2015
3462,Survival,225,2015
3463,Alternative,231,2015
3464,Skateboarding,104,2015
3465,Motorcycle,90,2015
3466,Motocross,57,2015
3467,Space,40,2015
3468,Breeding/Constructing,66,2015
3469,Beat-'Em-Up,610,2015
3470,Automobile,460,2015
3471,Virtual Life,215,2015
3472,Virtual,134,2015
3473,Parlor,95,2015
3474,Billiards,34,2015
3475,City Building,27,2015
3476,Government,47,2015
3477,Tactics,139,2015
3478,Tennis,100,2015
3479,Sim,1058,2015
3480,Large Spaceship,25,2015
3481,Civilian,33,2015
3482,Rally / Offroad,172,2015
3483,Formula One,84,2015
3484,Nature,24,2015
3485,Fishing,30,2015
3486,Baseball,135,2015
3487,Olympic Sports,68,2015
3488,Helicopter,24,2015
3489,Wrestling,150,2015
3490,Futuristic Sub,6,2015
3491,Individual,336,2015
3492,Team,447,2015
3493,Athletics,34,2015
3494,Ice Hockey,95,2015
3495,Futuristic Jet,8,2015
3496,Stock Car,55,2015
3497,Tank,4,2015
3498,Vehicle,62,2015
3499,Demolition Derby,23,2015
3500,Biking,40,2015
3501,Snowboarding,58,2015
3502,Street,68,2015
3503,WWII,79,2015
3504,Board / Card Game,57,2015
3505,Basketball,185,2015
3506,Boxing,69,2015
3507,Mech,52,2015
3508,Skate / Skateboard,41,2015
3509,Surfing,16,2015
3510,Soccer,224,2015
3511,Trivia / Game Show,53,2015
3512,Car Combat,76,2015
3513,Volleyball,7,2015
3514,Other,119,2015
3515,Linear,172,2015
3516,Surf / Wakeboard,5,2015
3517,Ship,13,2015
3518,Marine,16,2015
3519,Compilation,343,2015
3520,Pinball,69,2015
3521,Dancing,90,2015
3522,Music Maker,30,2015
3523,Train,8,2015
3524,Artillery,22,2015
3525,Japanese-Style,158,2015
3526,Rugby,14,2015
3527,Horse Racing,6,2015
3528,Stacking,30,2015
3529,Military,74,2015
3530,Career,29,2015
3531,Civilian Plane,6,2015
3532,Submarine,13,2015
3533,On-foot,9,2015
3534,Open-World,279,2015
3535,Truck,10,2015
3536,Horizontal,47,2015
3537,Skating,9,2015
3538,Card Battle,87,2015
3539,Board Games,84,2015
3540,Old Jet,1,2015
3541,Hunting,5,2015
3542,Wakeboarding,5,2015
3543,Vertical,121,2015
3544,No info,45,2015
3545,Bowling,10,2015
3546,WWI,6,2015
3547,Edutainment,50,2015
3548,Gambling,56,2015
3549,Party / Minigame,83,2015
3550,Pet,9,2015
3551,Static,107,2015
3552,Ski / Snowboard,17,2015
3553,Visual Novel,35,2015
3554,Application,13,2015
3555,Boxing / Martial Arts,24,2015
3556,Logic,71,2015
3557,Videos,2,2015
3558,Interactive Movie,5,2015
3559,Roguelike,23,2015
3560,Trainer,21,2015
3561,Hidden Object,8,2015
3562,Cricket,2,2015
3563,Sandbox,25,2015
3564,Defense,39,2015
3565,Drag,4,2015
3566,Skiing,6,2015
3567,Exercise / Fitness,17,2015
3568,MOBA,30,2015
3569,Text,5,2015
3570,Adventure,1002,2016
3571,General,5355,2016
3572,Action,5225,2016
3573,Shooter,2991,2016
3574,First-Person,1332,2016
3575,Sci-Fi,1839,2016
3576,Arcade,1731,2016
3577,Strategy,1286,2016
3578,Turn-Based,461,2016
3579,Historic,919,2016
3580,4X,40,2016
3581,Action Adventure,1976,2016
3582,Horror,458,2016
3583,Fighting,761,2016
3584,3D,1487,2016
3585,Platformer,1580,2016
3586,Simulation,787,2016
3587,Point-and-Click,270,2016
3588,Driving,992,2016
3589,Racing,937,2016
3590,Futuristic,84,2016
3591,Real-Time,564,2016
3592,Command,59,2016
3593,Snow / Water,15,2016
3594,Modern,1671,2016
3595,Miscellaneous,1639,2016
3596,Puzzle,1217,2016
3597,Matching,126,2016
3598,Role-Playing,1333,2016
3599,Action RPG,798,2016
3600,Kart,90,2016
3601,Rail,50,2016
3602,Flight,170,2016
3603,Modern Jet,51,2016
3604,2D,1357,2016
3605,Console-style RPG,374,2016
3606,Third-Person,780,2016
3607,Shoot-'Em-Up,277,2016
3608,Top-Down,128,2016
3609,Wargame,35,2016
3610,PC-style RPG,120,2016
3611,Western-Style,183,2016
3612,Small Spaceship,59,2016
3613,Rhythm,295,2016
3614,Music,378,2016
3615,Fantasy,1669,2016
3616,GT / Street,292,2016
3617,Scrolling,269,2016
3618,Light Gun,55,2016
3619,Tactical,286,2016
3620,Tycoon,132,2016
3621,Management,201,2016
3622,Business / Tycoon,88,2016
3623,Combat,290,2016
3624,Party,144,2016
3625,Massively Multiplayer Online,127,2016
3626,Massively Multiplayer,122,2016
3627,Sports,1510,2016
3628,Traditional,1024,2016
3629,Golf,112,2016
3630,Mission-based,119,2016
3631,Football,198,2016
3632,Survival,257,2016
3633,Alternative,232,2016
3634,Skateboarding,104,2016
3635,Motorcycle,90,2016
3636,Motocross,57,2016
3637,Space,45,2016
3638,Breeding/Constructing,66,2016
3639,Beat-'Em-Up,627,2016
3640,Automobile,491,2016
3641,Virtual Life,218,2016
3642,Virtual,151,2016
3643,Parlor,95,2016
3644,Billiards,34,2016
3645,City Building,27,2016
3646,Government,51,2016
3647,Tactics,166,2016
3648,Tennis,100,2016
3649,Sim,1074,2016
3650,Large Spaceship,25,2016
3651,Civilian,35,2016
3652,Rally / Offroad,172,2016
3653,Formula One,84,2016
3654,Nature,24,2016
3655,Fishing,30,2016
3656,Baseball,137,2016
3657,Olympic Sports,68,2016
3658,Helicopter,24,2016
3659,Wrestling,152,2016
3660,Futuristic Sub,6,2016
3661,Individual,352,2016
3662,Team,469,2016
3663,Athletics,36,2016
3664,Ice Hockey,98,2016
3665,Futuristic Jet,8,2016
3666,Stock Car,55,2016
3667,Tank,4,2016
3668,Vehicle,70,2016
3669,Demolition Derby,23,2016
3670,Biking,42,2016
3671,Snowboarding,58,2016
3672,Street,68,2016
3673,WWII,79,2016
3674,Board / Card Game,64,2016
3675,Basketball,187,2016
3676,Boxing,69,2016
3677,Mech,52,2016
3678,Skate / Skateboard,42,2016
3679,Surfing,16,2016
3680,Soccer,236,2016
3681,Trivia / Game Show,53,2016
3682,Car Combat,76,2016
3683,Volleyball,8,2016
3684,Other,119,2016
3685,Linear,195,2016
3686,Surf / Wakeboard,5,2016
3687,Ship,13,2016
3688,Marine,17,2016
3689,Compilation,358,2016
3690,Pinball,73,2016
3691,Dancing,93,2016
3692,Music Maker,30,2016
3693,Train,8,2016
3694,Artillery,25,2016
3695,Japanese-Style,182,2016
3696,Rugby,14,2016
3697,Horse Racing,6,2016
3698,Stacking,33,2016
3699,Military,74,2016
3700,Career,44,2016
3701,Civilian Plane,6,2016
3702,Submarine,13,2016
3703,On-foot,9,2016
3704,Open-World,304,2016
3705,Truck,10,2016
3706,Horizontal,52,2016
3707,Skating,9,2016
3708,Card Battle,90,2016
3709,Board Games,84,2016
3710,Old Jet,1,2016
3711,Hunting,5,2016
3712,Wakeboarding,5,2016
3713,Vertical,127,2016
3714,No info,50,2016
3715,Bowling,10,2016
3716,WWI,6,2016
3717,Edutainment,51,2016
3718,Gambling,56,2016
3719,Party / Minigame,88,2016
3720,Pet,9,2016
3721,Static,107,2016
3722,Ski / Snowboard,21,2016
3723,Visual Novel,51,2016
3724,Application,14,2016
3725,Boxing / Martial Arts,27,2016
3726,Logic,73,2016
3727,Videos,2,2016
3728,Interactive Movie,5,2016
3729,Roguelike,24,2016
3730,Trainer,27,2016
3731,Hidden Object,12,2016
3732,Cricket,2,2016
3733,Sandbox,30,2016
3734,Defense,44,2016
3735,Drag,4,2016
3736,Skiing,6,2016
3737,Exercise / Fitness,17,2016
3738,MOBA,32,2016
3739,Text,5,2016
3740,Adventure,1152,2017
3741,General,5657,2017
3742,Action,5601,2017
3743,Shooter,3114,2017
3744,First-Person,1426,2017
3745,Sci-Fi,1842,2017
3746,Arcade,1831,2017
3747,Strategy,1359,2017
3748,Turn-Based,492,2017
3749,Historic,921,2017
3750,4X,46,2017
3751,Action Adventure,2180,2017
3752,Horror,462,2017
3753,Fighting,784,2017
3754,3D,1599,2017
3755,Platformer,1681,2017
3756,Simulation,843,2017
3757,Point-and-Click,309,2017
3758,Driving,993,2017
3759,Racing,985,2017
3760,Futuristic,93,2017
3761,Real-Time,592,2017
3762,Command,61,2017
3763,Snow / Water,15,2017
3764,Modern,1678,2017
3765,Miscellaneous,1682,2017
3766,Puzzle,1255,2017
3767,Matching,129,2017
3768,Role-Playing,1486,2017
3769,Action RPG,879,2017
3770,Kart,90,2017
3771,Rail,55,2017
3772,Flight,171,2017
3773,Modern Jet,51,2017
3774,2D,1449,2017
3775,Console-style RPG,378,2017
3776,Third-Person,825,2017
3777,Shoot-'Em-Up,318,2017
3778,Top-Down,152,2017
3779,Wargame,35,2017
3780,PC-style RPG,120,2017
3781,Western-Style,200,2017
3782,Small Spaceship,59,2017
3783,Rhythm,310,2017
3784,Music,389,2017
3785,Fantasy,1675,2017
3786,GT / Street,292,2017
3787,Scrolling,270,2017
3788,Light Gun,62,2017
3789,Tactical,309,2017
3790,Tycoon,132,2017
3791,Management,213,2017
3792,Business / Tycoon,93,2017
3793,Combat,301,2017
3794,Party,144,2017
3795,Massively Multiplayer Online,128,2017
3796,Massively Multiplayer,131,2017
3797,Sports,1556,2017
3798,Traditional,1025,2017
3799,Golf,118,2017
3800,Mission-based,119,2017
3801,Football,201,2017
3802,Survival,299,2017
3803,Alternative,232,2017
3804,Skateboarding,104,2017
3805,Motorcycle,90,2017
3806,Motocross,57,2017
3807,Space,48,2017
3808,Breeding/Constructing,66,2017
3809,Beat-'Em-Up,644,2017
3810,Automobile,531,2017
3811,Virtual Life,224,2017
3812,Virtual,164,2017
3813,Parlor,95,2017
3814,Billiards,34,2017
3815,City Building,27,2017
3816,Government,59,2017
3817,Tactics,191,2017
3818,Tennis,100,2017
3819,Sim,1092,2017
3820,Large Spaceship,25,2017
3821,Civilian,39,2017
3822,Rally / Offroad,172,2017
3823,Formula One,84,2017
3824,Nature,26,2017
3825,Fishing,31,2017
3826,Baseball,138,2017
3827,Olympic Sports,68,2017
3828,Helicopter,24,2017
3829,Wrestling,154,2017
3830,Futuristic Sub,6,2017
3831,Individual,368,2017
3832,Team,498,2017
3833,Athletics,36,2017
3834,Ice Hockey,102,2017
3835,Futuristic Jet,8,2017
3836,Stock Car,55,2017
3837,Tank,4,2017
3838,Vehicle,79,2017
3839,Demolition Derby,23,2017
3840,Biking,44,2017
3841,Snowboarding,58,2017
3842,Street,68,2017
3843,WWII,79,2017
3844,Board / Card Game,75,2017
3845,Basketball,196,2017
3846,Boxing,69,2017
3847,Mech,52,2017
3848,Skate / Skateboard,42,2017
3849,Surfing,16,2017
3850,Soccer,244,2017
3851,Trivia / Game Show,54,2017
3852,Car Combat,78,2017
3853,Volleyball,8,2017
3854,Other,122,2017
3855,Linear,216,2017
3856,Surf / Wakeboard,6,2017
3857,Ship,13,2017
3858,Marine,17,2017
3859,Compilation,376,2017
3860,Pinball,76,2017
3861,Dancing,97,2017
3862,Music Maker,30,2017
3863,Train,9,2017
3864,Artillery,26,2017
3865,Japanese-Style,216,2017
3866,Rugby,15,2017
3867,Horse Racing,6,2017
3868,Stacking,36,2017
3869,Military,74,2017
3870,Career,53,2017
3871,Civilian Plane,6,2017
3872,Submarine,13,2017
3873,On-foot,9,2017
3874,Open-World,352,2017
3875,Truck,10,2017
3876,Horizontal,62,2017
3877,Skating,9,2017
3878,Card Battle,91,2017
3879,Board Games,84,2017
3880,Old Jet,1,2017
3881,Hunting,6,2017
3882,Wakeboarding,5,2017
3883,Vertical,135,2017
3884,No info,53,2017
3885,Bowling,10,2017
3886,WWI,6,2017
3887,Edutainment,51,2017
3888,Gambling,56,2017
3889,Party / Minigame,98,2017
3890,Pet,9,2017
3891,Static,107,2017
3892,Ski / Snowboard,22,2017
3893,Visual Novel,67,2017
3894,Application,14,2017
3895,Boxing / Martial Arts,28,2017
3896,Logic,73,2017
3897,Videos,2,2017
3898,Interactive Movie,5,2017
3899,Roguelike,28,2017
3900,Trainer,31,2017
3901,Hidden Object,14,2017
3902,Cricket,3,2017
3903,Sandbox,38,2017
3904,Defense,46,2017
3905,Drag,4,2017
3906,Skiing,6,2017
3907,Exercise / Fitness,17,2017
3908,MOBA,39,2017
3909,Text,6,2017
3910,Adventure,1293,2018
3911,General,5960,2018
3912,Action,5990,2018
3913,Shooter,3225,2018
3914,First-Person,1511,2018
3915,Sci-Fi,1845,2018
3916,Arcade,1956,2018
3917,Strategy,1470,2018
3918,Turn-Based,547,2018
3919,Historic,925,2018
3920,4X,50,2018
3921,Action Adventure,2372,2018
3922,Horror,464,2018
3923,Fighting,809,2018
3924,3D,1676,2018
3925,Platformer,1797,2018
3926,Simulation,904,2018
3927,Point-and-Click,333,2018
3928,Driving,994,2018
3929,Racing,1044,2018
3930,Futuristic,105,2018
3931,Real-Time,623,2018
3932,Command,64,2018
3933,Snow / Water,15,2018
3934,Modern,1678,2018
3935,Miscellaneous,1743,2018
3936,Puzzle,1287,2018
3937,Matching,134,2018
3938,Role-Playing,1629,2018
3939,Action RPG,955,2018
3940,Kart,90,2018
3941,Rail,56,2018
3942,Flight,178,2018
3943,Modern Jet,51,2018
3944,2D,1588,2018
3945,Console-style RPG,378,2018
3946,Third-Person,856,2018
3947,Shoot-'Em-Up,348,2018
3948,Top-Down,164,2018
3949,Wargame,35,2018
3950,PC-style RPG,120,2018
3951,Western-Style,212,2018
3952,Small Spaceship,59,2018
3953,Rhythm,323,2018
3954,Music,400,2018
3955,Fantasy,1676,2018
3956,GT / Street,292,2018
3957,Scrolling,270,2018
3958,Light Gun,72,2018
3959,Tactical,325,2018
3960,Tycoon,132,2018
3961,Management,233,2018
3962,Business / Tycoon,103,2018
3963,Combat,327,2018
3964,Party,144,2018
3965,Massively Multiplayer Online,128,2018
3966,Massively Multiplayer,137,2018
3967,Sports,1606,2018
3968,Traditional,1025,2018
3969,Golf,121,2018
3970,Mission-based,119,2018
3971,Football,204,2018
3972,Survival,334,2018
3973,Alternative,232,2018
3974,Skateboarding,104,2018
3975,Motorcycle,90,2018
3976,Motocross,57,2018
3977,Space,57,2018
3978,Breeding/Constructing,66,2018
3979,Beat-'Em-Up,676,2018
3980,Automobile,581,2018
3981,Virtual Life,228,2018
3982,Virtual,183,2018
3983,Parlor,95,2018
3984,Billiards,34,2018
3985,City Building,27,2018
3986,Government,66,2018
3987,Tactics,237,2018
3988,Tennis,105,2018
3989,Sim,1111,2018
3990,Large Spaceship,25,2018
3991,Civilian,44,2018
3992,Rally / Offroad,172,2018
3993,Formula One,84,2018
3994,Nature,27,2018
3995,Fishing,32,2018
3996,Baseball,141,2018
3997,Olympic Sports,68,2018
3998,Helicopter,24,2018
3999,Wrestling,157,2018
4000,Futuristic Sub,6,2018
4001,Individual,388,2018
4002,Team,528,2018
4003,Athletics,37,2018
4004,Ice Hockey,104,2018
4005,Futuristic Jet,8,2018
4006,Stock Car,55,2018
4007,Tank,4,2018
4008,Vehicle,89,2018
4009,Demolition Derby,23,2018
4010,Biking,46,2018
4011,Snowboarding,58,2018
4012,Street,68,2018
4013,WWII,79,2018
4014,Board / Card Game,77,2018
4015,Basketball,203,2018
4016,Boxing,69,2018
4017,Mech,52,2018
4018,Skate / Skateboard,42,2018
4019,Surfing,16,2018
4020,Soccer,254,2018
4021,Trivia / Game Show,55,2018
4022,Car Combat,78,2018
4023,Volleyball,8,2018
4024,Other,126,2018
4025,Linear,229,2018
4026,Surf / Wakeboard,6,2018
4027,Ship,13,2018
4028,Marine,17,2018
4029,Compilation,419,2018
4030,Pinball,82,2018
4031,Dancing,99,2018
4032,Music Maker,30,2018
4033,Train,11,2018
4034,Artillery,26,2018
4035,Japanese-Style,245,2018
4036,Rugby,15,2018
4037,Horse Racing,6,2018
4038,Stacking,38,2018
4039,Military,75,2018
4040,Career,68,2018
4041,Civilian Plane,6,2018
4042,Submarine,13,2018
4043,On-foot,9,2018
4044,Open-World,408,2018
4045,Truck,10,2018
4046,Horizontal,69,2018
4047,Skating,9,2018
4048,Card Battle,99,2018
4049,Board Games,84,2018
4050,Old Jet,1,2018
4051,Hunting,6,2018
4052,Wakeboarding,5,2018
4053,Vertical,146,2018
4054,No info,60,2018
4055,Bowling,10,2018
4056,WWI,6,2018
4057,Edutainment,51,2018
4058,Gambling,56,2018
4059,Party / Minigame,111,2018
4060,Pet,9,2018
4061,Static,107,2018
4062,Ski / Snowboard,22,2018
4063,Visual Novel,76,2018
4064,Application,14,2018
4065,Boxing / Martial Arts,32,2018
4066,Logic,73,2018
4067,Videos,2,2018
4068,Interactive Movie,5,2018
4069,Roguelike,31,2018
4070,Trainer,33,2018
4071,Hidden Object,15,2018
4072,Cricket,3,2018
4073,Sandbox,42,2018
4074,Defense,50,2018
4075,Drag,4,2018
4076,Skiing,6,2018
4077,Exercise / Fitness,17,2018
4078,MOBA,44,2018
4079,Text,7,2018
4080,Adventure,1436,2019
4081,General,6244,2019
4082,Action,6300,2019
4083,Shooter,3333,2019
4084,First-Person,1604,2019
4085,Sci-Fi,1847,2019
4086,Arcade,2057,2019
4087,Strategy,1555,2019
4088,Turn-Based,589,2019
4089,Historic,925,2019
4090,4X,61,2019
4091,Action Adventure,2604,2019
4092,Horror,466,2019
4093,Fighting,828,2019
4094,3D,1746,2019
4095,Platformer,1890,2019
4096,Simulation,958,2019
4097,Point-and-Click,348,2019
4098,Driving,994,2019
4099,Racing,1097,2019
4100,Futuristic,107,2019
4101,Real-Time,644,2019
4102,Command,69,2019
4103,Snow / Water,15,2019
4104,Modern,1678,2019
4105,Miscellaneous,1792,2019
4106,Puzzle,1314,2019
4107,Matching,136,2019
4108,Role-Playing,1786,2019
4109,Action RPG,1035,2019
4110,Kart,90,2019
4111,Rail,56,2019
4112,Flight,183,2019
4113,Modern Jet,51,2019
4114,2D,1688,2019
4115,Console-style RPG,378,2019
4116,Third-Person,905,2019
4117,Shoot-'Em-Up,370,2019
4118,Top-Down,183,2019
4119,Wargame,35,2019
4120,PC-style RPG,120,2019
4121,Western-Style,222,2019
4122,Small Spaceship,59,2019
4123,Rhythm,333,2019
4124,Music,409,2019
4125,Fantasy,1680,2019
4126,GT / Street,292,2019
4127,Scrolling,270,2019
4128,Light Gun,78,2019
4129,Tactical,349,2019
4130,Tycoon,132,2019
4131,Management,250,2019
4132,Business / Tycoon,112,2019
4133,Combat,339,2019
4134,Party,144,2019
4135,Massively Multiplayer Online,128,2019
4136,Massively Multiplayer,144,2019
4137,Sports,1634,2019
4138,Traditional,1025,2019
4139,Golf,124,2019
4140,Mission-based,119,2019
4141,Football,206,2019
4142,Survival,387,2019
4143,Alternative,232,2019
4144,Skateboarding,104,2019
4145,Motorcycle,90,2019
4146,Motocross,57,2019
4147,Space,57,2019
4148,Breeding/Constructing,66,2019
4149,Beat-'Em-Up,688,2019
4150,Automobile,632,2019
4151,Virtual Life,237,2019
4152,Virtual,196,2019
4153,Parlor,95,2019
4154,Billiards,37,2019
4155,City Building,27,2019
4156,Government,74,2019
4157,Tactics,262,2019
4158,Tennis,105,2019
4159,Sim,1124,2019
4160,Large Spaceship,25,2019
4161,Civilian,46,2019
4162,Rally / Offroad,172,2019
4163,Formula One,84,2019
4164,Nature,27,2019
4165,Fishing,32,2019
4166,Baseball,142,2019
4167,Olympic Sports,68,2019
4168,Helicopter,24,2019
4169,Wrestling,159,2019
4170,Futuristic Sub,6,2019
4171,Individual,399,2019
