,name,value,date
79707,FirebrandGames,12,2014-01-01
79708,SabarasaEntertainment,3,2014-01-01
79709,Eurocom,27,2014-01-01
79710,NtreevSoft,3,2014-01-01
79711,WanakoStudios,6,2014-01-01
79712,UbisoftCasablanca,3,2014-01-01
79713,ReplayStudios,4,2014-01-01
79714,MoonbyteStudios,1,2014-01-01
79715,BandaiNamcoGames,27,2014-01-01
79716,FullFat,5,2014-01-01
79717,FrontLineStudios,1,2014-01-01
79718,EidosInteractive,5,2014-01-01
79719,SigilGamesOnline,1,2014-01-01
79720,DreamExecution,1,2014-01-01
79721,HighImpactGames,6,2014-01-01
79722,SigmaTeam,1,2014-01-01
79723,Gaia(Sony),1,2014-01-01
79724,RealtimeWorlds,2,2014-01-01
79725,NinjaStudio,2,2014-01-01
79726,KDVGames,1,2014-01-01
79727,ThatGameCompany,3,2014-01-01
79728,CollisionStudios,3,2014-01-01
79729,EmpireInteractive,2,2014-01-01
79730,UbisoftBulgaria,2,2014-01-01
79731,MuzzyLaneSoftware,1,2014-01-01
79732,1C:MaddoxGames,2,2014-01-01
79733,Nobilis,1,2014-01-01
79734,DeepFriedEntertainment,2,2014-01-01
79735,Guppyworks,1,2014-01-01
79736,SegaAM3,2,2014-01-01
79737,1stPlayableProductions,2,2014-01-01
79738,MetamorfStudios,1,2014-01-01
79739,EAJapanStudio,1,2014-01-01
79740,SCSSoftware,2,2014-01-01
79741,BuenaVistaGames,2,2014-01-01
79742,FrictionalGames,5,2014-01-01
79743,SilverbackStudios,2,2014-01-01
79744,SilentGroveStudios,1,2014-01-01
79745,DigitalEmbryo,1,2014-01-01
79746,FuzzyeyesStudio,1,2014-01-01
79747,N-GameStudios,2,2014-01-01
79748,Moss,2,2014-01-01
79749,ConspiracyEntertainment,1,2014-01-01
79750,Battlefront.com,2,2014-01-01
79751,NamcoBandaiGamesAmerica,8,2014-01-01
79752,EKOSoftware,9,2014-01-01
79753,XSGames,2,2014-01-01
79754,HotLavaGames,2,2014-01-01
79755,WorldForge,3,2014-01-01
79756,ZenStudios,32,2014-01-01
79757,MetiaInteractive,1,2014-01-01
79758,ChaosConcept,1,2014-01-01
79759,Lancarse,1,2014-01-01
79760,JCEntertainment,1,2014-01-01
79761,ArtePiazza,5,2014-01-01
79762,SecretStashGames,1,2014-01-01
79763,DREAMONSTUDIO,1,2014-01-01
79764,Foundation9Entertainment,1,2014-01-01
79765,VanillaWare,2,2014-01-01
79766,PlayFirst,4,2014-01-01
79767,GameLab,3,2014-01-01
79768,G.Rev,4,2014-01-01
79769,Turn10,4,2014-01-01
79770,LoadInc.,2,2014-01-01
79771,DigitalSprayStudios,1,2014-01-01
79772,MandelArtPlains,1,2014-01-01
79773,ProvoxGames,1,2014-01-01
79774,BigRedSoftware,1,2014-01-01
79775,TrainwreckStudios,1,2014-01-01
79776,ArtificialStudios,2,2014-01-01
79777,ImmersionSoftware&Graphics,5,2014-01-01
79778,ZoonamiLtd.,3,2014-01-01
79779,FarmindLtd,2,2014-01-01
79780,GlobalA,3,2014-01-01
79781,BlueCastleGames,13,2014-01-01
79782,QuotixSoftware,1,2014-01-01
79783,ArkedoStudio,5,2014-01-01
79784,DefinitiveStudios,1,2014-01-01
79785,SierraOnline,1,2014-01-01
79786,VirtualToys,3,2014-01-01
79787,HiCorp,1,2014-01-01
79788,DestinationSoftware,1,2014-01-01
79789,IMCGames,1,2014-01-01
79790,Epics,1,2014-01-01
79791,ArtefactsStudio,1,2014-01-01
79792,GaiaIndustries,2,2014-01-01
79793,Freeverse,1,2014-01-01
79794,odenisstudio,2,2014-01-01
79795,ImageEpoch,7,2014-01-01
79796,Imageepoch,7,2014-01-01
79797,CoyoteConsole,2,2014-01-01
79798,2KMarin,10,2014-01-01
79799,Llamasoft,2,2014-01-01
79800,Mistwalker,4,2014-01-01
79801,EASaltLake,7,2014-01-01
79802,SproingInteractiveMedia,4,2014-01-01
79803,Sproing,4,2014-01-01
79804,505Games,3,2014-01-01
79805,SCE/WWS,7,2014-01-01
79806,MineLoader,1,2014-01-01
79807,SouthPeakGames,2,2014-01-01
79808,Hyper-Devbox,1,2014-01-01
79809,5THCell,12,2014-01-01
79810,Plato,2,2014-01-01
79811,S&GSoftware,1,2014-01-01
79812,NinjaTheory,11,2014-01-01
79813,Tri-Crescendo,4,2014-01-01
79814,GorillaSystems,1,2014-01-01
79815,Quasar,1,2014-01-01
79816,StrawdogStudios,2,2014-01-01
79817,D3Publisher,3,2014-01-01
79818,BlackLanternStudios,3,2014-01-01
79819,zSlide,1,2014-01-01
79820,SplashDamage,4,2014-01-01
79821,RedTribe,5,2014-01-01
79822,SEGARacingStudio,3,2014-01-01
79823,JapanStudio,1,2014-01-01
79824,SlitherineSoftware,1,2014-01-01
79825,MagellanInteractive,2,2014-01-01
79826,LDW,1,2014-01-01
79827,BigFishGames,2,2014-01-01
79828,HaggardGames,1,2014-01-01
79829,GorillaGames,1,2014-01-01
79830,CycloneZero,2,2014-01-01
79831,GameSauce,1,2014-01-01
79832,GFIRussia,1,2014-01-01
79833,Milestone,1,2014-01-01
79834,GrandprixInc.,1,2014-01-01
79835,SkyFallen,2,2014-01-01
79836,AlchemicProductions,3,2014-01-01
79837,RenegadeKid,8,2014-01-01
79838,SiriusGames,1,2014-01-01
79839,RockstarLondon,3,2014-01-01
79840,CDProjektRedStudio,4,2014-01-01
79841,MacPlay,2,2014-01-01
79842,RelentlessSoftware,6,2014-01-01
79843,DisneyOnline,1,2014-01-01
79844,FlagshipStudios,1,2014-01-01
79845,Yuke'sCompanyofAmerica,1,2014-01-01
79846,BeautifulGameStudios,1,2014-01-01
79847,SlantSix,6,2014-01-01
79848,ScreenlifeGames,2,2014-01-01
79849,ZoetropeInteractive,1,2014-01-01
79850,TTFusion,9,2014-01-01
79851,SegaSportsR&D,7,2014-01-01
79852,AtomicElbow,2,2014-01-01
79853,ClockStoneSoftware,1,2014-01-01
79854,Ino-Co,3,2014-01-01
79855,1C:Ino-Co,5,2014-01-01
79856,RedLynx,9,2014-01-01
79857,OtherOceanInteractive,6,2014-01-01
79858,S-Neo,1,2014-01-01
79859,FountainheadEntertainment,1,2014-01-01
79860,FrozenCodebase,4,2014-01-01
79861,System3,2,2014-01-01
79862,TheGameFactory,4,2014-01-01
79863,SantaCruzGames,2,2014-01-01
79864,ChairEntertainment,2,2014-01-01
79865,Tenyo,1,2014-01-01
79866,Vertex4,1,2014-01-01
79867,BitBlot,1,2014-01-01
79868,NikitovaGames,1,2014-01-01
79869,KeenGames,7,2014-01-01
79870,Blueside,1,2014-01-01
79871,Interchannel-Holon,2,2014-01-01
79872,DigitalWhip,1,2014-01-01
79873,LestaStudio,3,2014-01-01
79874,HexaDrive,4,2014-01-01
79875,IroncladGames,3,2014-01-01
79876,OmiyaSoft,1,2014-01-01
79877,Jamsworks,1,2014-01-01
79878,PropagandaGames,6,2014-01-01
79879,EatSleepPlay,2,2014-01-01
79880,W!Games,4,2014-01-01
79881,VoidStarCreations,1,2014-01-01
79882,UbisoftAnnecy,1,2014-01-01
79883,BackboneCharlottetown,1,2014-01-01
79884,BestGameEver.com,1,2014-01-01
79885,Amble,1,2014-01-01
79886,SlickEntertainment,2,2014-01-01
79887,KaosStudios,4,2014-01-01
79888,TakaraTomy,7,2014-01-01
79889,Agetec,1,2014-01-01
79890,DarklingRoom,2,2014-01-01
79891,SanzaruGames,11,2014-01-01
79892,Otaboo,1,2014-01-01
79893,Headlock,1,2014-01-01
79894,A.C.R.O.N.Y.M.Games,4,2014-01-01
79895,BigJohnGames,1,2014-01-01
79896,PolluxGamelabs,1,2014-01-01
79897,CohortStudios,2,2014-01-01
79898,PompomSoftware,1,2014-01-01
79899,UnicornGamesStudio,1,2014-01-01
79900,ArcadeMoon,2,2014-01-01
79901,KoeiCanada,2,2014-01-01
79902,SlapdashGames,1,2014-01-01
79903,CompileHeart,12,2014-01-01
79904,Dreamcatcher,4,2014-01-01
79905,HouseofTales,1,2014-01-01
79906,Examu,4,2014-01-01
79907,InLightEntertainment,1,2014-01-01
79908,SierraOnlineShanghai,2,2014-01-01
79909,Gameinvest,3,2014-01-01
79910,SeedStudios,2,2014-01-01
79911,Lda,2,2014-01-01
79912,NuevoRetroGames,1,2014-01-01
79913,Virtuos,8,2014-01-01
79914,HiddenPathEntertainment,10,2014-01-01
79915,Nnooo,3,2014-01-01
79916,XGenStudios,2,2014-01-01
79917,HopliteResearch,1,2014-01-01
79918,FallLineStudio,2,2014-01-01
79919,EpicenterStudios,4,2014-01-01
79920,HotheadGames,16,2014-01-01
79921,UbisoftBarcelona,1,2014-01-01
79922,UbisoftReflections,8,2014-01-01
79923,AbsolutistLtd,1,2014-01-01
79924,Absolutist,1,2014-01-01
79925,DemiurgeStudios,5,2014-01-01
79926,Route24,1,2014-01-01
79927,DigitalBuilders,1,2014-01-01
79928,SpiderMonk,2,2014-01-01
79929,BackboneEmeryville,4,2014-01-01
79930,Mekensleep,1,2014-01-01
79931,Voltex,2,2014-01-01
79932,WorkJam,1,2014-01-01
79933,EidosSweden,1,2014-01-01
79934,LiquidDragonStudios,1,2014-01-01
79935,FAKTSoftware,2,2014-01-01
79936,HellbentGames,3,2014-01-01
79937,Vanguard,3,2014-01-01
79938,Braingame,1,2014-01-01
79939,TorpexGamesLLC,2,2014-01-01
79940,Mastiff,1,2014-01-01
79941,8bitGames,1,2014-01-01
79942,OxygenInteractive,6,2014-01-01
79943,LittleBoyGames,1,2014-01-01
79944,ProjectSoul,6,2014-01-01
79945,FreeStyleGames,8,2014-01-01
79946,Psyonix,2,2014-01-01
79947,NumberNoneInc.,3,2014-01-01
79948,DialogueDesign,1,2014-01-01
79949,GhostfireGames,2,2014-01-01
79950,AlcachofaSoft,1,2014-01-01
79951,MetanetSoftwareInc.,2,2014-01-01
79952,SilverBirchStudios,2,2014-01-01
79953,SonicPowered,2,2014-01-01
79954,Ivolgamus,2,2014-01-01
79955,PhantomeryInteractive,1,2014-01-01
79956,Skonec,2,2014-01-01
79957,BlazingLizard,1,2014-01-01
79958,CrunchTimeGames,1,2014-01-01
79959,EmptyClipStudios,2,2014-01-01
79960,LargeAnimal,1,2014-01-01
79961,AIFactory,1,2014-01-01
79962,RubiconDevelopmentLtd.,1,2014-01-01
79963,EAMythic,1,2014-01-01
79964,SmackDownProductions,2,2014-01-01
79965,BlackRockStudio,7,2014-01-01
79966,TaleworldsEntertainment,3,2014-01-01
79967,Good-Feel,3,2014-01-01
79968,2XLGames,4,2014-01-01
79969,Tenky,1,2014-01-01
79970,KatauriInteractive,4,2014-01-01
79971,Machatin,2,2014-01-01
79972,XPECEntertainmentInc.,2,2014-01-01
79973,K2,3,2014-01-01
79974,ArberthStudios,1,2014-01-01
79975,TheGamesCompany,1,2014-01-01
79976,JupiterMultimedia,1,2014-01-01
79977,2DBoy,2,2014-01-01
79978,CertainAffinity,4,2014-01-01
79979,EABrightLight,22,2014-01-01
79980,Meridian4,1,2014-01-01
79981,MediaMolecule,6,2014-01-01
79982,VenanEntertainment,1,2014-01-01
79983,CashmereProd.,1,2014-01-01
79984,BethesdaGameStudios,19,2014-01-01
79985,RudolfKremers,2,2014-01-01
79986,AlexMay,2,2014-01-01
79987,AQInteractive,3,2014-01-01
79988,IsopodLabs,1,2014-01-01
79989,EnjoyUpGames,5,2014-01-01
79990,CreaturesInc.,6,2014-01-01
79991,NavarreCorp,1,2014-01-01
79992,Vogster,6,2014-01-01
79993,EAVancouver,2,2014-01-01
79994,CookingMamaLimited,2,2014-01-01
79995,BuzzMonkeySoftware,1,2014-01-01
79996,NovaleafGameStudios,1,2014-01-01
79997,BarkersCrestStudios,1,2014-01-01
79998,TrineGames,1,2014-01-01
79999,CerasusMedia,2,2014-01-01
80000,PiecesInteractive,4,2014-01-01
80001,Sandblast,1,2014-01-01
80002,RedFlyStudio,9,2014-01-01
80003,Tamsoft,7,2014-01-01
80004,SideQuestStudios,4,2014-01-01
80005,StickmenStudios,2,2014-01-01
80006,BlitzArcade,6,2014-01-01
80007,Epos,1,2014-01-01
80008,BrightFutureGmbH,3,2014-01-01
80009,Ctxm/SayDesign,1,2014-01-01
80010,Mindware,1,2014-01-01
80011,EyebrowInteractive,2,2014-01-01
80012,PetriPurho,1,2014-01-01
80013,TwistedPixelGames,6,2014-01-01
80014,PapayaStudio,4,2014-01-01
80015,FunTownWorldLimited,1,2014-01-01
80016,FluffyLogic,2,2014-01-01
80017,GaijinEntertainment,16,2014-01-01
80018,HeadstrongGames,6,2014-01-01
80019,HudsonEntertainment,6,2014-01-01
80020,RealtechVR,1,2014-01-01
80021,Bongfish,3,2014-01-01
80022,BoxedDream,1,2014-01-01
80023,PlatinumGames,16,2014-01-01
80024,GaijinGames,14,2014-01-01
80025,PaleoEntertainment,1,2014-01-01
80026,10tacleStudios,2,2014-01-01
80027,TaleofTales,2,2014-01-01
80028,RunewakerEntertainment,2,2014-01-01
80029,RedRocketGames,1,2014-01-01
80030,Tigon,3,2014-01-01
80031,Doublesix,4,2014-01-01
80032,Killaware,1,2014-01-01
80033,2KShanghai,1,2014-01-01
80034,SkaStudios,3,2014-01-01
80035,BrokenRules,4,2014-01-01
80036,Pelfast,1,2014-01-01
80037,DeepSilver,9,2014-01-01
80038,ProperGames,3,2014-01-01
80039,TarsierStudios,2,2014-01-01
80040,KnockoutGames,2,2014-01-01
80041,Lazy8Studios,1,2014-01-01
80042,CowboyRodeo,2,2014-01-01
80043,ACETeam,9,2014-01-01
80044,Nordcurrent,2,2014-01-01
80045,GammickEntertainment,1,2014-01-01
80046,OssianStudios,1,2014-01-01
80047,BlackWingFoundation,1,2014-01-01
80048,MLEnterprises,2,2014-01-01
80049,MajescoGames,3,2014-01-01
80050,Majesco,3,2014-01-01
80051,Gulti,3,2014-01-01
80052,Aquria,2,2014-01-01
80053,ArcenGames,3,2014-01-01
80054,TeamToro,1,2014-01-01
80055,TheFarm51,6,2014-01-01
80056,KeysFactory,2,2014-01-01
80057,BlueOmega,3,2014-01-01
80058,IronNosCo.,1,2014-01-01
80059,TheSimsStudio,16,2014-01-01
80060,TimelineInteractive,2,2014-01-01
80061,RonimoGames,5,2014-01-01
80062,Amaze,1,2014-01-01
80063,StudioArchcraft,1,2014-01-01
80064,Zerodiv,3,2014-01-01
80065,ErikSvedang,1,2014-01-01
80066,Prope,6,2014-01-01
80067,WarDrumStudios,1,2014-01-01
80068,Codeglue,1,2014-01-01
80069,neoqb,1,2014-01-01
80070,ZombieCowStudios,1,2014-01-01
80071,TwelveGames,1,2014-01-01
80072,DICEStockholm,2,2014-01-01
80073,Kouyousha,1,2014-01-01
80074,3AGames,1,2014-01-01
80075,Playbrains,4,2014-01-01
80076,LegendoEntertainment,2,2014-01-01
80077,CentauriProduction,2,2014-01-01
80078,TitanStudios,1,2014-01-01
80079,EngineSoftware,4,2014-01-01
80080,UbisoftSingapore,2,2014-01-01
80081,REDEntertainment,3,2014-01-01
80082,OvertheTopGames,4,2014-01-01
80083,NoWayStudio,1,2014-01-01
80084,GameCo,1,2014-01-01
80085,AwesomePlayLtd.,1,2014-01-01
80086,HemisphereGames,1,2014-01-01
80087,AtomicMotion,1,2014-01-01
80088,DejobaanGames,1,2014-01-01
80089,Exkee,2,2014-01-01
80090,8MonkeyLabs,2,2014-01-01
80091,TransmissionGames,3,2014-01-01
80092,Vanillaware,4,2014-01-01
80093,SlightlyMadStudios,8,2014-01-01
80094,ReactorZero,1,2014-01-01
80095,fyto,1,2014-01-01
80096,BionicGames,1,2014-01-01
80097,FallenEarth,1,2014-01-01
80098,Tabot,1,2014-01-01
80099,CXTM,1,2014-01-01
80100,BlackInc.,1,2014-01-01
80101,VisceralGames,15,2014-01-01
80102,LooseCannonStudios,3,2014-01-01
80103,Kurogane,1,2014-01-01
80104,RTL,1,2014-01-01
80105,SubatomicStudios,1,2014-01-01
80106,EAMobile,2,2014-01-01
80107,RhinoStudios,1,2014-01-01
80108,PlayerX,1,2014-01-01
80109,PerformanceDesignedProducts,1,2014-01-01
80110,IncineratorGames,3,2014-01-01
80111,MedaverseStudios,1,2014-01-01
80112,FeelPlus,7,2014-01-01
80113,BoolatGames,1,2014-01-01
80114,.theprodukkt,1,2014-01-01
80115,AmanitaDesign,2,2014-01-01
80116,GungHo,2,2014-01-01
80117,DigitalChocolate,1,2014-01-01
80118,impressionware,1,2014-01-01
80119,HijinxStudios,4,2014-01-01
80120,RiotGames,1,2014-01-01
80121,RunicGames,3,2014-01-01
80122,HomegrownGames,1,2014-01-01
80123,DarkEnergyDigital,5,2014-01-01
80124,AnimationArts,3,2014-01-01
80125,UbisoftVancouver,4,2014-01-01
80126,StormCityGames,2,2014-01-01
80127,FuturemarkGamesStudio,2,2014-01-01
80128,GameLife,1,2014-01-01
80129,KnowledgeAdventureInc.,1,2014-01-01
80130,Robomodo,5,2014-01-01
80131,NtroniumGames,1,2014-01-01
80132,NeocoreGames,6,2014-01-01
80133,JustAddWater,6,2014-01-01
80134,Nemesys,3,2014-01-01
80135,BlitzGamesStudios,7,2014-01-01
80136,CapyGames,7,2014-01-01
80137,EXORStudios,2,2014-01-01
80138,DNSDevelopment,2,2014-01-01
80139,Abylight,1,2014-01-01
80140,Ice-PickLodge,3,2014-01-01
80141,CurveStudios,10,2014-01-01
80142,UndergroundDevelopment,1,2014-01-01
80143,EiconicGames,2,2014-01-01
80144,VigilGames,7,2014-01-01
80145,TerryCavanagh,2,2014-01-01
80146,NBGI,1,2014-01-01
80147,AirtightGames,9,2014-01-01
80148,Remode,1,2014-01-01
80149,PremiumAgency,2,2014-01-01
80150,RegolithGamesltd,1,2014-01-01
80151,VooFooStudios,6,2014-01-01
80152,ChillingoLtd,1,2014-01-01
80153,ChillingoLtd.,1,2014-01-01
80154,Chillingo,1,2014-01-01
80155,Hi-RezStudios,3,2014-01-01
80156,PressPlay,5,2014-01-01
80157,PhilHassey,1,2014-01-01
80158,TheOddGentlemen,2,2014-01-01
80159,G1M2,1,2014-01-01
80160,SarbakanInc.,2,2014-01-01
80161,BrendonChung,1,2014-01-01
80162,GlobZ,1,2014-01-01
80163,SignalStudios,2,2014-01-01
80164,RyugaGotokuStudios,5,2014-01-01
80165,Cadenza,2,2014-01-01
80166,NUDEMAKER,1,2014-01-01
80167,Y.K.,1,2014-01-01
80168,4AGames,9,2014-01-01
80169,Beatshapers,4,2014-01-01
80170,Nicalis,7,2014-01-01
80171,MonumentalGames,3,2014-01-01
80172,HandMadeGame,1,2014-01-01
80173,ZootFly,6,2014-01-01
80174,SoldakEntertainment,2,2014-01-01
80175,BeatnikGames,1,2014-01-01
80176,FatsharkAB,12,2014-01-01
80177,TragnarionStudios,2,2014-01-01
80178,MadMonkeyStudio,1,2014-01-01
80179,ProperGamesLtd,2,2014-01-01
80180,ShadowRage,1,2014-01-01
80181,Softlab-NSK,1,2014-01-01
80182,Universomo,1,2014-01-01
80183,Mediatonic,6,2014-01-01
80184,iSquaredGames,1,2014-01-01
80185,DaedalicEntertainment,12,2014-01-01
80186,AlienAfterAll,2,2014-01-01
80187,AkaoniStudio,1,2014-01-01
80188,SegaStudiosSanFrancisco,3,2014-01-01
80189,SiliconStudio,2,2014-01-01
80190,PanicButton,1,2014-01-01
80191,GamesDistillery,1,2014-01-01
80192,NintendoEADTokyo,2,2014-01-01
80193,PeakVox,1,2014-01-01
80194,PuppyGames,1,2014-01-01
80195,TetrisOnline,2,2014-01-01
80196,UnitedFrontGames,8,2014-01-01
80197,NaturalMotion,3,2014-01-01
80198,Brawsome,1,2014-01-01
80199,HelloGames,4,2014-01-01
80200,IconGames,2,2014-01-01
80201,NextWaveTeam,1,2014-01-01
80202,DoctorEntertainment,2,2014-01-01
80203,BaconWrappedGames,1,2014-01-01
80204,RuffianGames,1,2014-01-01
80205,NabiStudios,1,2014-01-01
80206,GamingMindsStudios,4,2014-01-01
80207,TheBeardedLadiesConsulting,1,2014-01-01
80208,GamelionStudios,1,2014-01-01
80209,FrimaStudio,5,2014-01-01
80210,PLAYDEAD,3,2014-01-01
80211,EASingapore,1,2014-01-01
80212,VectorUnitInc.,1,2014-01-01
80213,VectorUnit,1,2014-01-01
80214,RichardHofmeier,1,2014-01-01
80215,NitroGames,2,2014-01-01
80216,VivaMedia,2,2014-01-01
80217,UberEntertainment,4,2014-01-01
80218,2KCzech,6,2014-01-01
80219,AutumnMoon,1,2014-01-01
80220,SupermassiveGames,5,2014-01-01
80221,ZindagiGames,3,2014-01-01
80222,EasyGameStation,2,2014-01-01
80223,StarWraith,1,2014-01-01
80224,SystemPrisma,3,2014-01-01
80225,CodemastersBirmingham,7,2014-01-01
80226,BehaviourInteractive,12,2014-01-01
80227,4mmGames,2,2014-01-01
80228,Novarama,3,2014-01-01
80229,Dice,2,2014-01-01
80230,DangerClose,6,2014-01-01
80231,QCFDesign,1,2014-01-01
80232,Seven45Studios,2,2014-01-01
80233,TeamMeat,2,2014-01-01
80234,FrozenNorthProductions,1,2014-01-01
80235,NATSUMEATARIInc.,4,2014-01-01
80236,TeotlStudios,2,2014-01-01
80237,THQStudioAustralia,1,2014-01-01
80238,BigSandwichGames,2,2014-01-01
80239,GCP1,1,2014-01-01
80240,GoodScienceStudio,1,2014-01-01
80241,BigPark,3,2014-01-01
80242,ParallaxSoftware,1,2014-01-01
80243,ColdwoodInteractive,2,2014-01-01
80244,Rockin'Android,2,2014-01-01
80245,VitaminGStudios,3,2014-01-01
80246,Spiders,9,2014-01-01
80247,ValuSoft,2,2014-01-01
80248,CipherPrime,1,2014-01-01
80249,JunctionPoint,2,2014-01-01
80250,VirtualAirGuitarCompany,2,2014-01-01
80251,differentcloth,1,2014-01-01
80252,CockroachInc.,1,2014-01-01
80253,LittleGreenMen,2,2014-01-01
80254,TonsofBits,1,2014-01-01
80255,EnigmaSoftwareProductions,3,2014-01-01
80256,RovioMobile,3,2014-01-01
80257,AbstractionGames,6,2014-01-01
80258,RovioEntertainment,3,2014-01-01
80259,Deck13,8,2014-01-01
80260,WBIE,2,2014-01-01
80261,BrightsideGames,1,2014-01-01
80262,StunlockStudios,1,2014-01-01
80263,Zallag,1,2014-01-01
80264,BlendoGames,2,2014-01-01
80265,ArrowheadGameStudios,3,2014-01-01
80266,PunchersImpact,2,2014-01-01
80267,Eden,3,2014-01-01
80268,DrinkBoxStudios,8,2014-01-01
80269,CranberryStudios,1,2014-01-01
80270,IronGalaxyStudios,17,2014-01-01
80271,RealmforgeStudios,1,2014-01-01
80272,MindscapeInc.,1,2014-01-01
80273,Mindscape,1,2014-01-01
80274,Wizarbox,3,2014-01-01
80275,ColossalOrder,2,2014-01-01
80276,WadjetEyeGames,4,2014-01-01
80277,JoshuaNuernberger,1,2014-01-01
80278,EggtoothTeam,1,2014-01-01
80279,HeadupGames,2,2014-01-01
80280,CreneticStudios,1,2014-01-01
80281,RedRedemption,1,2014-01-01
80282,TrionWorlds,5,2014-01-01
80283,ZachtronicsIndustries,2,2014-01-01
80284,2KGames,1,2014-01-01
80285,TecmoKoeiCanada,2,2014-01-01
80286,FireHoseGames,1,2014-01-01
80287,DreamRift,2,2014-01-01
80288,PerfectWorldEntertainment,1,2014-01-01
80289,Xeen,2,2014-01-01
80290,BehaviorStudios,3,2014-01-01
80291,Vitei,1,2014-01-01
80292,Vatra,3,2014-01-01
80293,THQDigitalStudiosUK,1,2014-01-01
80294,BlackLionStudios,1,2014-01-01
80295,11bitstudios,7,2014-01-01
80296,KillspaceEntertainment,1,2014-01-01
80297,CoffeeStainStudios,4,2014-01-01
80298,NetherRealmStudios,9,2014-01-01
80299,DTPEntertainment,3,2014-01-01
80300,CranberryProduction,2,2014-01-01
80301,EA2D,2,2014-01-01
80302,ColibriGames,1,2014-01-01
80303,AdventurePlanningService,1,2014-01-01
80304,Alientrap,1,2014-01-01
80305,SpiderwebSoftware,1,2014-01-01
80306,DeadMageStudio,1,2014-01-01
80307,StateofPlayGames,2,2014-01-01
80308,THQDigitalStudioPhoenix,2,2014-01-01
80309,ArtCo.,2,2014-01-01
80310,VanguardGames,2,2014-01-01
80311,Re-Logic,1,2014-01-01
80312,TeamBondi,4,2014-01-01
80313,BedlamGames,2,2014-01-01
80314,Mode7Games,1,2014-01-01
80315,DakkoDakko,2,2014-01-01
80316,ApogeeSoftware,1,2014-01-01
80317,FinalFormGames,1,2014-01-01
80318,SpicyHorse,4,2014-01-01
80319,SmudgedCatGames,2,2014-01-01
80320,Murudai,1,2014-01-01
80321,GREZZO,2,2014-01-01
80322,MinMaxGamesLtd.,1,2014-01-01
80323,HeatwaveInteractive,1,2014-01-01
80324,TurmoilGames,1,2014-01-01
80325,KoeiTecmoGames,6,2014-01-01
80326,OpenEmotionStudios,1,2014-01-01
80327,CandygunGames,3,2014-01-01
80328,QLOC,8,2014-01-01
80329,TheLordzGamesStudio,2,2014-01-01
80330,GaslampGames,1,2014-01-01
80331,CatnipGames,1,2014-01-01
80332,THQWarrington,2,2014-01-01
80333,MysticBox,1,2014-01-01
80334,SupergiantGames,4,2014-01-01
80335,SaturnineGames,2,2014-01-01
80336,AGOGames,1,2014-01-01
80337,StreumOnStudio,1,2014-01-01
80338,ShadowPlanetProductions,1,2014-01-01
80339,Mobigame,1,2014-01-01
80340,Microforum,1,2014-01-01
80341,TanukiiStudios,1,2014-01-01
80342,tinyBuildGAMES,1,2014-01-01
80343,tinyBuild,1,2014-01-01
80344,Kiloo,1,2014-01-01
80345,SwingSwingSubmarine,3,2014-01-01
80346,EidosMontreal,8,2014-01-01
80347,HazardousSoftware,1,2014-01-01
80348,GuildfordStudio,2,2014-01-01
80349,Mommy'sBestGames,2,2014-01-01
80350,FlyingWildHog,4,2014-01-01
80351,Xendex,1,2014-01-01
80352,LaughingJackal,1,2014-01-01
80353,KungFuFactory,6,2014-01-01
80354,AlphaUnit,1,2014-01-01
80355,DancingDots,1,2014-01-01
80356,Straandlooper,1,2014-01-01
80357,InterwaveStudios,1,2014-01-01
80358,RailSimulator.com,1,2014-01-01
80359,UnigineCorp,1,2014-01-01
80360,Russia,1,2014-01-01
80361,UTVIgnitionGames,2,2014-01-01
80362,RecoilGames,2,2014-01-01
80363,GamesFarm,3,2014-01-01
80364,EdmundMcMillen,1,2014-01-01
80365,FlorianHimsl,1,2014-01-01
80366,AvalonStyle,1,2014-01-01
80367,SantaEntertainment,1,2014-01-01
80368,RobotEntertainment,3,2014-01-01
80369,FuelIndustries,1,2014-01-01
80370,CapcomVancouver,9,2014-01-01
80371,TrendyEntertainment,3,2014-01-01
80372,RatloopAsiaPteLtd,2,2014-01-01
80373,ColdBeamGames,1,2014-01-01
80374,OverkillSoftware,5,2014-01-01
80375,HandCircus,1,2014-01-01
80376,IridiumStudios,1,2014-01-01
80377,Vlambeer,4,2014-01-01
80378,KINGArt,6,2014-01-01
80379,DigitalArrow,1,2014-01-01
80380,FreebirdGames,2,2014-01-01
80381,MonkeyPawGames,1,2014-01-01
80382,Zordix,2,2014-01-01
80383,Gamethunks,1,2014-01-01
80384,GoldhawkInteractive,1,2014-01-01
80385,SledgehammerGames,7,2014-01-01
80386,SnapDragonGames,1,2014-01-01
80387,DieGuteFabrik,2,2014-01-01
80388,StarfireStudios,1,2014-01-01
80389,Asobism,2,2014-01-01
80390,Co.ltd.,2,2014-01-01
80391,Artdink,4,2014-01-01
80392,TrickstarGames,1,2014-01-01
80393,MagicPixelGames,1,2014-01-01
80394,UBlartMontpellier,6,2014-01-01
80395,2x2Games,1,2014-01-01
80396,343Industries,5,2014-01-01
80397,MojangAB,7,2014-01-01
80398,SilentDreams,1,2014-01-01
80399,TeamGrisGris,1,2014-01-01
80400,NicolasIntoxicate,1,2014-01-01
80401,ReloadedProductions,1,2014-01-01
80402,ReloadedGamesInc.,1,2014-01-01
80403,ReloadedGames,2,2014-01-01
